Geneid	gene_name	SRR2916025_1Aligned.sortedByCoord.out.bam	SRR2917198_1Aligned.sortedByCoord.out.bam	SRR2916026_1Aligned.sortedByCoord.out.bam	SRR2915407_1Aligned.sortedByCoord.out.bam	SRR2917152_1Aligned.sortedByCoord.out.bam	SRR2916637_1Aligned.sortedByCoord.out.bam	SRR2916648_1Aligned.sortedByCoord.out.bam	SRR2916653_1Aligned.sortedByCoord.out.bam	SRR2916647_1Aligned.sortedByCoord.out.bam	SRR2916699_1Aligned.sortedByCoord.out.bam	SRR2916631_1Aligned.sortedByCoord.out.bam	SRR2916652_1Aligned.sortedByCoord.out.bam
Caust.v2_010596	NA	6	16	5	5	7	1	8	11	14	7	10	2
Caust.v2_022461	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021311	NA	0	0	1	1	0	0	2	0	0	0	1	0
Caust.v2_017593	NA	19	23	21	11	12	26	28	29	14	10	36	20
Caust.v2_017594	NA	50	17	24	32	54	57	38	40	14	33	37	31
Caust.v2_017595	NA	2	0	4	0	16	0	6	7	6	2	1	0
Caust.v2_022453	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021191	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019791	NA	2	0	3	1	1	2	5	3	4	2	0	0
Caust.v2_021577	NA	81	88	127	72	116	93	136	134	106	57	127	101
Caust.v2_017119	NA	0	1	0	0	4	0	0	1	2	2	0	0
Caust.v2_017120	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021345	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011180	NA	61	67	77	52	116	109	92	91	57	83	93	58
Caust.v2_011181	NA	178	181	260	146	217	179	343	315	204	129	251	187
Caust.v2_011182	NA	264	393	383	201	532	387	481	477	434	246	418	343
Caust.v2_011183	NA	362	575	546	216	659	570	863	828	751	334	634	427
Caust.v2_011184	NA	438	545	765	389	661	497	895	978	822	306	561	576
Caust.v2_011185	NA	16	27	21	8	22	25	55	46	54	20	34	27
Caust.v2_011186	NA	0	1	4	1	1	4	3	4	2	1	3	2
Caust.v2_011187	NA	0	0	0	0	0	2	0	0	0	0	0	0
Caust.v2_011188	NA	183	211	309	180	215	261	309	335	211	160	318	235
Caust.v2_011189	NA	512	858	813	342	744	902	2165	1245	1469	519	1014	552
Caust.v2_011190	NA	496	650	831	459	521	751	1127	867	719	429	858	564
Caust.v2_011191	NA	208	322	356	164	309	281	419	389	346	182	355	237
Caust.v2_011192	NA	470	806	789	328	710	675	1156	958	927	452	896	539
Caust.v2_011193	NA	1	2	0	0	5	0	3	0	2	0	2	0
Caust.v2_011194	NA	1348	2165	2313	1115	2383	2063	2731	2681	2286	1265	2788	1600
Caust.v2_011195	NA	391	504	609	333	535	557	737	713	612	320	621	489
Caust.v2_011196	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_011197	NA	2	0	7	1	3	1	5	7	4	1	5	4
Caust.v2_011198	NA	1	1	5	1	2	1	5	4	4	0	2	0
Caust.v2_011199	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011200	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018693	NA	0	1	0	2	0	0	0	3	0	0	5	1
Caust.v2_018692	NA	49	113	76	34	126	71	109	108	185	56	82	62
Caust.v2_018694	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021680	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022455	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018992	NA	163	244	219	113	252	202	279	293	249	133	233	167
Caust.v2_022121	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011022	NA	322	513	410	151	587	411	605	724	828	286	444	305
Caust.v2_011023	NA	7	12	12	3	18	15	9	9	14	4	17	9
Caust.v2_011024	NA	2	1	2	3	3	3	4	1	1	1	3	0
Caust.v2_011025	NA	1	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_011026	NA	1	2	1	1	4	3	2	0	5	0	2	1
Caust.v2_011027	NA	1932	3443	2279	1226	4270	2413	3300	3613	4027	2022	2971	1726
Caust.v2_011028	NA	2897	4808	4644	2890	4531	6323	5759	5705	4869	3710	6288	3336
Caust.v2_011029	NA	2	4	4	1	8	4	0	8	4	2	1	1
Caust.v2_011030	NA	2	1	0	1	4	1	4	0	1	1	0	0
Caust.v2_011031	NA	293	448	478	176	428	401	874	744	576	274	512	356
Caust.v2_011032	NA	562	679	847	374	761	692	1043	1087	812	462	815	632
Caust.v2_011033	NA	418	1285	788	482	1530	724	1251	1050	822	503	964	613
Caust.v2_011034	NA	53	53	63	28	50	46	94	74	94	30	57	58
Caust.v2_011035	NA	5756	9755	9814	4460	8641	9745	16469	13028	11955	5311	11201	7184
Caust.v2_011036	NA	781	1071	1161	570	1092	1182	1684	1445	1272	640	1300	868
Caust.v2_011037	NA	260	1194	391	148	1899	433	625	487	2196	720	345	247
Caust.v2_011038	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011039	NA	1	0	0	0	1	0	1	2	1	1	2	0
Caust.v2_011040	NA	1	2	0	0	3	2	1	2	2	1	1	2
Caust.v2_011041	NA	1	15	1	0	7	4	1	1	17	5	4	0
Caust.v2_011042	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011043	NA	1	2	2	0	2	2	0	0	0	4	0	1
Caust.v2_011044	NA	0	0	0	0	1	0	0	0	0	1	0	0
Caust.v2_011045	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_011046	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021580	NA	28	41	53	16	36	58	99	111	122	19	55	29
Caust.v2_021521	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022347	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022740	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022562	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015692	NA	0	1	0	0	1	0	1	1	0	0	0	0
Caust.v2_015693	NA	6	5	5	3	2	5	8	9	4	3	6	8
Caust.v2_015694	NA	477	708	652	329	653	762	896	892	682	395	790	445
Caust.v2_015695	NA	1792	2290	2723	1664	2947	2734	2831	3064	2245	1592	2969	2019
Caust.v2_015696	NA	192	242	297	150	240	232	372	326	221	142	275	208
Caust.v2_015697	NA	730	893	1069	424	946	948	2011	1564	1467	659	1029	831
Caust.v2_015698	NA	109	152	215	144	74	170	277	278	132	105	323	142
Caust.v2_015699	NA	308	424	459	191	475	364	580	557	499	250	481	328
Caust.v2_018816	NA	0	9	1	2	14	7	3	3	7	9	3	3
Caust.v2_018817	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018818	NA	0	1	0	0	13	2	3	2	3	2	0	0
Caust.v2_022120	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021799	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017941	NA	21895	24737	30235	20501	37433	24130	35988	35543	25295	16125	30620	24152
Caust.v2_017942	NA	247	353	346	187	347	337	534	469	381	180	363	287
Caust.v2_017943	NA	780	1451	1366	680	1488	1296	1831	1566	1549	822	1485	1005
Caust.v2_017657	NA	167	327	233	95	340	224	578	399	488	194	252	215
Caust.v2_017658	NA	1	1	4	0	3	2	2	2	4	1	2	0
Caust.v2_017659	NA	1	13	0	2	36	11	2	7	15	14	9	3
Caust.v2_022364	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022212	NA	0	0	1	0	0	0	0	0	1	0	0	0
Caust.v2_021900	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019334	NA	105	121	145	70	139	114	165	161	130	64	144	116
Caust.v2_019335	NA	0	0	0	0	0	1	2	4	1	1	1	0
Caust.v2_016941	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016942	NA	0	1	0	0	0	2	1	3	0	1	2	2
Caust.v2_016943	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020517	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020518	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019601	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019602	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018136	NA	408	188	1011	425	39	92	2154	707	25	115	690	1082
Caust.v2_018137	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_018138	NA	27	58	48	41	51	51	75	53	44	48	52	21
Caust.v2_020138	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020139	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021180	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021181	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021753	NA	0	0	0	0	1	0	1	0	0	0	0	0
Caust.v2_020791	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020792	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017876	NA	175	233	270	109	255	307	429	356	341	145	278	177
Caust.v2_017877	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017878	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017879	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022452	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022290	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012943	NA	27	62	38	11	29	37	130	56	93	17	44	28
Caust.v2_012944	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012945	NA	0	1	0	0	0	0	0	1	1	0	0	1
Caust.v2_012946	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012947	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012948	NA	1	3	0	0	0	0	0	0	0	0	0	0
Caust.v2_012949	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012950	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012951	NA	9	8	11	6	5	6	10	11	10	3	8	9
Caust.v2_012952	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012953	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012954	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012955	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012956	NA	15	34	38	32	46	32	87	79	85	30	86	24
Caust.v2_012957	NA	8	5	14	12	1	17	32	9	4	6	14	10
Caust.v2_012958	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_012959	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012960	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019236	NA	0	0	0	0	1	0	1	0	0	0	0	1
Caust.v2_019237	NA	1	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_019238	NA	1	1	1	0	2	0	1	0	0	0	0	1
Caust.v2_019239	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_015728	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015729	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_015730	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015731	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015732	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015733	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015734	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015735	NA	0	0	0	0	1	0	1	0	1	0	0	0
Caust.v2_015736	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_015737	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015738	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015739	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015740	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015741	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015742	NA	1	0	0	0	2	0	0	0	0	1	0	0
Caust.v2_004471	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004472	NA	212	248	317	161	284	301	343	284	247	175	331	225
Caust.v2_004473	NA	291	417	464	211	411	358	565	534	415	234	434	306
Caust.v2_004474	NA	177	251	259	124	286	247	296	308	309	151	288	155
Caust.v2_004475	NA	959	1862	1666	751	1641	1817	2131	1892	1991	1117	2027	1093
Caust.v2_004476	NA	896	989	1140	712	1320	908	1436	1391	1213	658	1171	976
Caust.v2_004477	NA	750	813	1135	617	990	574	1823	1223	1190	536	1005	863
Caust.v2_004478	NA	477	1201	800	317	883	966	1642	1284	1476	587	1118	596
Caust.v2_004479	NA	2168	4054	3672	2009	4219	3991	5381	4291	4177	2542	4725	2634
Caust.v2_004480	NA	215	252	490	426	144	258	579	400	284	121	665	207
Caust.v2_004481	NA	1763	2974	2955	1337	3055	2906	4655	3865	3454	1982	3506	1884
Caust.v2_004482	NA	951	1208	1399	671	1215	1198	1761	1600	1445	795	1452	923
Caust.v2_004483	NA	378	505	575	292	531	595	899	802	707	280	642	369
Caust.v2_004484	NA	569	1372	807	321	1399	861	1095	1054	1790	719	843	511
Caust.v2_004485	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004486	NA	1	1	0	0	1	0	0	1	0	0	1	0
Caust.v2_004487	NA	134	256	218	65	228	243	566	361	466	138	235	130
Caust.v2_004488	NA	286	1032	436	223	1387	686	680	536	1388	584	654	294
Caust.v2_004489	NA	360	450	565	302	528	499	726	602	447	309	611	366
Caust.v2_004490	NA	345	488	520	284	545	514	651	642	600	297	527	417
Caust.v2_004491	NA	104	133	165	79	132	117	189	186	107	64	151	133
Caust.v2_004492	NA	1299	1276	2038	1028	1213	1359	1897	2178	1391	784	1696	1515
Caust.v2_004493	NA	3	19	11	5	16	18	13	17	10	9	11	13
Caust.v2_004494	NA	0	0	0	1	0	4	7	1	3	1	1	2
Caust.v2_004495	NA	0	7	3	1	9	11	2	2	1	5	4	2
Caust.v2_004496	NA	1035	756	1556	789	769	940	1672	1902	1071	546	1258	1181
Caust.v2_004497	NA	2	1	4	0	1	2	4	4	5	2	6	2
Caust.v2_004498	NA	5	4	0	5	2	4	6	4	5	1	5	5
Caust.v2_004499	NA	31	24	42	24	35	30	51	63	45	15	32	31
Caust.v2_004500	NA	238	358	410	206	497	452	679	586	445	350	623	272
Caust.v2_004501	NA	1448	3794	2568	1021	3028	3394	5887	3753	6256	2121	3627	1754
Caust.v2_004502	NA	0	0	1	0	1	2	2	2	2	0	2	0
Caust.v2_004503	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004504	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004505	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004506	NA	6	12	1	2	7	1	7	1	5	2	1	2
Caust.v2_004507	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004508	NA	0	2	0	1	1	0	0	0	0	1	0	0
Caust.v2_004509	NA	2	2	3	0	3	5	1	6	1	4	4	3
Caust.v2_004510	NA	398	584	609	360	698	692	787	785	701	378	705	506
Caust.v2_004511	NA	1983	2968	2900	1419	3217	2930	4098	3745	3362	1855	3245	2256
Caust.v2_004512	NA	1	0	0	1	2	1	6	2	1	0	0	0
Caust.v2_004513	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_004514	NA	4	5	4	4	3	4	11	10	10	9	5	3
Caust.v2_004515	NA	1	6	2	2	5	3	9	5	5	0	3	6
Caust.v2_004516	NA	8	11	27	6	10	5	47	24	25	2	16	11
Caust.v2_004517	NA	38	58	49	23	37	47	73	81	52	21	73	41
Caust.v2_004518	NA	2357	4055	3860	1876	4692	4056	3920	4441	4094	3015	4502	2495
Caust.v2_004519	NA	490	644	727	379	543	649	1015	912	739	336	865	554
Caust.v2_004520	NA	895	974	1167	679	1030	1073	1300	1451	1074	524	1365	1009
Caust.v2_004521	NA	9	7	5	5	7	14	19	15	20	7	12	12
Caust.v2_022582	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006217	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006218	NA	1	0	2	0	1	0	3	1	1	0	1	4
Caust.v2_006219	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006220	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006221	NA	62	222	67	48	267	136	112	71	174	106	66	71
Caust.v2_006222	NA	433	522	563	320	495	409	859	729	613	248	601	472
Caust.v2_006223	NA	294	391	482	243	441	368	480	492	397	247	390	362
Caust.v2_006224	NA	207	341	313	237	400	337	485	365	382	225	408	234
Caust.v2_006225	NA	558	844	811	424	782	827	993	1042	737	486	950	699
Caust.v2_006226	NA	15	27	20	13	25	15	43	40	33	7	21	20
Caust.v2_006227	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006228	NA	4	10	14	11	5	24	90	56	7	19	40	8
Caust.v2_006229	NA	804	1365	1422	745	1091	1052	2477	1824	1698	657	1400	1125
Caust.v2_006230	NA	5519	9343	8564	5007	10429	8271	10359	10591	9925	5399	9576	6277
Caust.v2_006231	NA	225	341	382	185	275	274	536	543	538	216	365	262
Caust.v2_006232	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006233	NA	0	2	0	1	1	0	0	0	0	0	0	0
Caust.v2_006234	NA	20	24	24	17	14	18	52	42	40	6	25	27
Caust.v2_006235	NA	991	1390	1375	772	1477	1394	1795	1593	1342	840	1807	947
Caust.v2_006236	NA	1334	1738	2185	1052	1841	1831	3033	2632	2287	1025	2271	1594
Caust.v2_006237	NA	80	164	123	51	121	123	225	189	228	88	140	82
Caust.v2_006238	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006239	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006240	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006241	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006242	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006243	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006244	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006245	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006246	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006247	NA	2	3	0	3	0	0	6	5	3	4	2	1
Caust.v2_006248	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006249	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006250	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006251	NA	1	3	5	1	4	5	6	1	10	0	2	3
Caust.v2_006252	NA	0	0	0	0	0	0	1	0	1	0	0	0
Caust.v2_006253	NA	1	0	2	1	0	0	1	0	0	0	1	0
Caust.v2_006254	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006255	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_006256	NA	19	33	36	12	42	30	89	56	97	21	30	26
Caust.v2_006257	NA	290	460	448	251	526	510	557	564	539	259	535	334
Caust.v2_006258	NA	264	344	383	250	362	422	468	437	374	213	568	280
Caust.v2_006259	NA	3138	8085	5499	4339	8673	9812	5131	4982	7578	5683	9747	3236
Caust.v2_006260	NA	66	56	77	47	42	39	63	113	62	29	77	85
Caust.v2_006261	NA	175	241	263	94	256	244	397	348	307	129	326	212
Caust.v2_006262	NA	716	1058	1067	479	1069	981	1308	1361	1259	619	1144	786
Caust.v2_006263	NA	281	326	419	181	351	366	528	454	472	170	363	292
Caust.v2_006264	NA	651	920	999	558	928	1004	1444	1250	1076	539	1119	675
Caust.v2_006265	NA	48	50	64	44	61	61	88	89	70	44	72	41
Caust.v2_006266	NA	161	219	244	123	206	209	345	312	256	127	283	183
Caust.v2_006267	NA	152	166	227	94	170	198	377	314	213	105	245	159
Caust.v2_006268	NA	652	987	991	624	1055	1100	1439	1219	1029	609	1235	615
Caust.v2_006269	NA	688	1051	1081	512	1111	1042	1454	1395	1324	654	1097	804
Caust.v2_006270	NA	2393	2975	3294	1391	3338	2819	4323	4478	3428	1792	2882	2665
Caust.v2_006271	NA	1	0	0	0	0	1	1	1	1	1	1	0
Caust.v2_006272	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006273	NA	0	0	0	0	1	0	1	0	0	0	0	1
Caust.v2_006274	NA	62	80	99	54	80	61	130	138	96	44	132	64
Caust.v2_021677	NA	0	0	1	0	1	2	0	0	0	1	2	3
Caust.v2_017870	NA	9	17	14	3	19	13	40	23	29	4	7	10
Caust.v2_017871	NA	0	0	0	0	0	0	0	2	0	0	0	0
Caust.v2_017872	NA	0	0	1	0	0	0	1	0	0	0	0	0
Caust.v2_017873	NA	30	71	40	15	57	50	137	79	147	47	49	31
Caust.v2_017874	NA	0	1	0	0	1	0	1	1	0	1	1	0
Caust.v2_017875	NA	64	146	96	41	147	101	240	148	241	85	142	77
Caust.v2_019480	NA	0	0	0	0	0	0	1	0	0	0	1	1
Caust.v2_019481	NA	34	65	71	23	83	91	51	83	75	38	86	42
Caust.v2_021619	NA	78	256	143	77	274	169	142	159	289	138	141	89
Caust.v2_020620	NA	215	341	305	90	236	353	401	340	356	141	311	184
Caust.v2_020848	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021803	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022533	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017241	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017242	NA	3	6	3	0	2	3	12	7	6	3	6	4
Caust.v2_017243	NA	1	1	3	0	1	1	7	1	0	2	2	2
Caust.v2_017244	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_017245	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017246	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_017247	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_020277	NA	123	106	240	142	284	154	145	300	177	92	260	223
Caust.v2_020278	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022116	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_007522	NA	1	1	3	0	0	1	2	0	2	1	1	0
Caust.v2_007523	NA	5	10	6	2	5	5	8	10	6	0	11	2
Caust.v2_007524	NA	377	1114	460	316	1343	840	696	692	1767	648	776	421
Caust.v2_007525	NA	90	173	159	85	185	157	230	210	196	94	203	132
Caust.v2_007526	NA	52	130	79	52	142	129	114	98	118	75	142	58
Caust.v2_007527	NA	2	0	8	1	3	3	10	6	7	2	3	3
Caust.v2_007528	NA	395	474	520	291	564	469	682	635	519	272	582	398
Caust.v2_007529	NA	0	0	0	0	0	1	2	0	0	0	0	0
Caust.v2_007530	NA	0	0	0	0	1	0	0	1	0	0	0	0
Caust.v2_007531	NA	630	1282	787	890	1359	1691	1792	1350	1201	1038	1747	619
Caust.v2_007532	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_007533	NA	4	0	1	2	0	0	3	3	2	1	1	0
Caust.v2_007534	NA	4	4	8	2	3	6	17	6	7	2	8	7
Caust.v2_007535	NA	296	744	457	215	960	535	568	505	803	379	389	321
Caust.v2_007536	NA	0	0	0	0	0	1	0	2	2	0	1	1
Caust.v2_007537	NA	0	1	0	1	0	0	2	0	1	0	1	1
Caust.v2_007538	NA	0	0	0	0	1	0	0	1	3	0	0	1
Caust.v2_007539	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_007540	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_007541	NA	1	7	3	2	8	0	5	9	7	1	5	1
Caust.v2_007542	NA	1	0	0	1	0	0	2	2	1	2	0	1
Caust.v2_007543	NA	30	72	39	22	99	56	92	74	105	52	63	30
Caust.v2_007544	NA	0	0	1	0	0	1	1	0	0	0	1	0
Caust.v2_007545	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_007546	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_007547	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_007548	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_007549	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_007550	NA	260	360	491	201	367	405	839	645	565	227	467	366
Caust.v2_007551	NA	18	78	12	7	320	17	15	23	732	47	19	14
Caust.v2_007552	NA	3	5	6	3	5	5	30	10	7	4	5	4
Caust.v2_007553	NA	1	4	5	0	5	2	10	5	6	4	0	1
Caust.v2_007554	NA	788	1018	1296	638	1061	887	1737	1477	1218	694	1282	796
Caust.v2_007555	NA	1	0	0	0	2	0	1	0	2	1	1	0
Caust.v2_007556	NA	1327	2588	2332	1401	3233	3517	2070	2420	2287	2040	2740	1537
Caust.v2_007557	NA	1432	2807	2996	2005	2364	3032	4526	3729	3481	1657	3720	2068
Caust.v2_007558	NA	457	456	798	358	604	468	1007	691	649	294	706	518
Caust.v2_007559	NA	4	6	20	2	5	6	11	8	9	2	15	5
Caust.v2_007560	NA	12967	20556	21225	11607	18023	27427	24516	21863	21259	15023	29794	13829
Caust.v2_007561	NA	4519	10953	7618	4502	12289	9310	8146	7849	11373	6256	9740	4626
Caust.v2_007562	NA	0	1	1	0	0	0	1	0	0	0	3	1
Caust.v2_016823	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016824	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016825	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_016826	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016827	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_016828	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016829	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016830	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017121	NA	0	1	0	0	2	2	1	0	1	2	1	0
Caust.v2_017122	NA	248	238	496	354	137	297	783	696	269	95	499	402
Caust.v2_017123	NA	1562	1486	3116	1977	1021	1441	3395	3798	1630	579	2658	2440
Caust.v2_017124	NA	18891	8517	37216	23497	5377	10395	32238	34519	8523	4588	21232	30027
Caust.v2_017125	NA	14	66	19	20	129	27	17	18	79	39	36	11
Caust.v2_017126	NA	1868	5542	3082	2050	5379	5027	3416	3659	5417	3337	4950	1877
Caust.v2_020392	NA	8	6	11	2	6	11	34	9	21	10	11	4
Caust.v2_022668	NA	0	0	4	3	7	2	1	7	7	0	3	4
Caust.v2_018663	NA	218	297	358	184	304	253	462	452	304	182	337	257
Caust.v2_022299	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018320	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_018321	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_018322	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018323	NA	5	2	8	5	5	6	15	10	7	3	8	3
Caust.v2_020924	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022360	NA	37	55	89	38	80	61	73	42	48	47	72	26
Caust.v2_021182	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022730	NA	0	0	0	0	0	0	2	2	1	0	0	0
Caust.v2_020570	NA	0	0	0	0	0	0	0	0	0	0	0	0
