Geneid	gene_name	SRR6780155_1Aligned.sortedByCoord.out.bam
gene-LOC107063890	LOC107063890	48
gene-LOC107063887	LOC107063887	417
gene-LOC107063892	LOC107063892	125
gene-LOC107063893	LOC107063893	214
gene-LOC107063894	LOC107063894	371
gene-LOC107063992	LOC107063992	115
gene-LOC107064022	LOC107064022	17
gene-LOC107063846	LOC107063846	0
gene-LOC107063995	LOC107063995	60
gene-LOC107063996	LOC107063996	133
gene-LOC107064003	LOC107064003	219
gene-LOC107064004	LOC107064004	23
gene-Trnam-cau-2	Trnam-cau	0
gene-LOC107063856	LOC107063856	51
gene-LOC107063984	LOC107063984	139
gene-LOC107063985	LOC107063985	121
gene-LOC107063858	LOC107063858	219
gene-LOC107064011	LOC107064011	64
gene-LOC107063958	LOC107063958	97
gene-LOC107063957	LOC107063957	259
gene-LOC107064015	LOC107064015	131
gene-LOC107064016	LOC107064016	380
gene-LOC107063993	LOC107063993	351
gene-LOC107063994	LOC107063994	149
gene-LOC107063866	LOC107063866	880
gene-LOC107063870	LOC107063870	957
gene-LOC107063867	LOC107063867	402
gene-LOC107063848	LOC107063848	21
gene-LOC107063869	LOC107063869	205
gene-LOC107063868	LOC107063868	145
gene-LOC107063871	LOC107063871	109
gene-LOC107063873	LOC107063873	646
gene-LOC107063874	LOC107063874	97
gene-LOC107063878	LOC107063878	217
gene-LOC107063877	LOC107063877	154
gene-LOC107063875	LOC107063875	1058
gene-LOC107063937	LOC107063937	35
gene-LOC107063936	LOC107063936	89
gene-LOC107063938	LOC107063938	213
gene-LOC107063939	LOC107063939	164
gene-LOC107063971	LOC107063971	268
gene-LOC107063849	LOC107063849	36
gene-LOC107063907	LOC107063907	97
gene-LOC107063908	LOC107063908	271
gene-LOC107063906	LOC107063906	134
gene-LOC107063905	LOC107063905	97
gene-LOC107063909	LOC107063909	393
gene-LOC107063910	LOC107063910	338
gene-LOC107063972	LOC107063972	30
gene-LOC107063973	LOC107063973	961
gene-LOC107063974	LOC107063974	318
gene-LOC107064008	LOC107064008	30
gene-LOC107063979	LOC107063979	106
gene-LOC107063980	LOC107063980	17
gene-LOC107063914	LOC107063914	195
gene-LOC107063913	LOC107063913	732
gene-LOC107063916	LOC107063916	9
gene-LOC107063850	LOC107063850	0
gene-LOC107063915	LOC107063915	195
gene-LOC107063917	LOC107063917	1
gene-LOC107063851	LOC107063851	2
gene-LOC107063999	LOC107063999	1039
gene-LOC107063941	LOC107063941	41
gene-LOC107063940	LOC107063940	352
gene-LOC107063944	LOC107063944	78
gene-LOC107063942	LOC107063942	129
gene-LOC107063943	LOC107063943	197
gene-LOC107064006	LOC107064006	173
gene-LOC107064007	LOC107064007	81
gene-LOC107063922	LOC107063922	42
gene-LOC107063923	LOC107063923	1099
gene-LOC107063924	LOC107063924	94
gene-LOC107063926	LOC107063926	168
gene-LOC107064010	LOC107064010	427
gene-LOC107063978	LOC107063978	204
gene-LOC107063945	LOC107063945	1095
gene-LOC107063946	LOC107063946	18
gene-Trnas-cga	Trnas-cga	0
gene-LOC107063947	LOC107063947	813
gene-LOC107063948	LOC107063948	13
gene-LOC107063865	LOC107063865	0
gene-LOC107063968	LOC107063968	130
gene-LOC107063970	LOC107063970	0
gene-LOC107063951	LOC107063951	0
gene-LOC107063852	LOC107063852	0
gene-LOC107063952	LOC107063952	173
gene-LOC107063953	LOC107063953	173
gene-LOC107063954	LOC107063954	139
gene-LOC107064065	LOC107064065	348
gene-LOC107064067	LOC107064067	1496
gene-LOC107064066	LOC107064066	54
gene-LOC107064203	LOC107064203	86
gene-LOC107064202	LOC107064202	1
gene-LOC107064026	LOC107064026	0
gene-LOC107064028	LOC107064028	1
gene-LOC107064029	LOC107064029	0
gene-LOC107064165	LOC107064165	250
gene-LOC107064166	LOC107064166	73
gene-LOC107064164	LOC107064164	136
gene-LOC107064176	LOC107064176	646
gene-LOC107064177	LOC107064177	113
gene-LOC107064194	LOC107064194	396
gene-LOC107064195	LOC107064195	403
gene-LOC107064196	LOC107064196	55
gene-LOC107064175	LOC107064175	105
gene-LOC107064030	LOC107064030	2
gene-LOC107064147	LOC107064147	280
gene-LOC107064045	LOC107064045	180
gene-LOC107064205	LOC107064205	176
gene-LOC107064183	LOC107064183	308
gene-LOC107064184	LOC107064184	6
gene-LOC107064098	LOC107064098	920
gene-LOC107064031	LOC107064031	1
gene-LOC107064033	LOC107064033	1
gene-LOC107064211	LOC107064211	22
gene-LOC107064162	LOC107064162	367
gene-LOC107064163	LOC107064163	23
gene-LOC107064209	LOC107064209	107
gene-LOC107064150	LOC107064150	144
gene-LOC107064151	LOC107064151	150
gene-LOC107064076	LOC107064076	45
gene-LOC107064078	LOC107064078	686
gene-LOC107064081	LOC107064081	718
gene-LOC107064077	LOC107064077	767
gene-LOC107064079	LOC107064079	487
gene-LOC107064093	LOC107064093	101
gene-LOC107064092	LOC107064092	588
gene-LOC107064097	LOC107064097	778
gene-LOC107064034	LOC107064034	165
gene-LOC107064109	LOC107064109	11622
gene-LOC107064035	LOC107064035	40
gene-LOC107064110	LOC107064110	92
gene-LOC107064111	LOC107064111	6423
gene-LOC107064174	LOC107064174	438
gene-LOC107064101	LOC107064101	175
gene-LOC107064107	LOC107064107	13
gene-LOC107064104	LOC107064104	167
gene-LOC107064103	LOC107064103	268
gene-LOC107064106	LOC107064106	16
gene-LOC107064105	LOC107064105	56
gene-LOC107064108	LOC107064108	2
gene-LOC107064215	LOC107064215	31
gene-LOC107064127	LOC107064127	1088
gene-LOC107064128	LOC107064128	84
gene-LOC107064129	LOC107064129	1
gene-LOC107064054	LOC107064054	1
gene-LOC107064198	LOC107064198	58
gene-LOC107064099	LOC107064099	935
gene-LOC107064173	LOC107064173	818
gene-LOC107064199	LOC107064199	152
gene-LOC107064142	LOC107064142	853
gene-LOC107064143	LOC107064143	194
gene-LOC107064167	LOC107064167	47
gene-LOC107064126	LOC107064126	54
gene-LOC107064120	LOC107064120	322
gene-LOC107064121	LOC107064121	49
gene-LOC107064050	LOC107064050	143
gene-LOC107064218	LOC107064218	12
gene-LOC107064212	LOC107064212	5
gene-LOC107064204	LOC107064204	47
gene-LOC107064046	LOC107064046	50
gene-LOC107064186	LOC107064186	616
gene-LOC107064188	LOC107064188	25
gene-LOC107064187	LOC107064187	109
gene-LOC107064085	LOC107064085	354
gene-LOC107064086	LOC107064086	58
gene-LOC107064087	LOC107064087	239
gene-LOC107064088	LOC107064088	92
gene-LOC107064090	LOC107064090	387
gene-LOC107064091	LOC107064091	136
gene-LOC107064124	LOC107064124	983
gene-LOC107064125	LOC107064125	741
gene-LOC107064049	LOC107064049	3
gene-LOC107064141	LOC107064141	2065
gene-LOC107064100	LOC107064100	669
gene-LOC107064132	LOC107064132	511
gene-LOC107064131	LOC107064131	162
gene-LOC107064047	LOC107064047	36
gene-LOC107064189	LOC107064189	197
gene-LOC107064152	LOC107064152	299
gene-LOC107064153	LOC107064153	137
gene-LOC107064154	LOC107064154	482
gene-LOC107064197	LOC107064197	509
gene-LOC107064036	LOC107064036	230
gene-LOC107064122	LOC107064122	1357
gene-LOC107064057	LOC107064057	953
gene-LOC107064055	LOC107064055	1615
gene-LOC107064058	LOC107064058	2239
gene-LOC107064061	LOC107064061	532
gene-LOC107064062	LOC107064062	2984
gene-LOC107064063	LOC107064063	106
gene-LOC107064059	LOC107064059	654
gene-LOC107064064	LOC107064064	139
gene-LOC107064148	LOC107064148	727
gene-LOC107064037	LOC107064037	5310
gene-LOC107064219	LOC107064219	0
gene-LOC107064178	LOC107064178	358
gene-LOC107064179	LOC107064179	90
gene-LOC107064155	LOC107064155	12
gene-LOC107064157	LOC107064157	566
gene-LOC107064156	LOC107064156	149
gene-LOC107064038	LOC107064038	8
gene-LOC107064052	LOC107064052	21
gene-LOC107064144	LOC107064144	219
gene-LOC107064214	LOC107064214	104
gene-LOC107064040	LOC107064040	236
gene-LOC107064041	LOC107064041	1
gene-LOC107064161	LOC107064161	538
gene-LOC107064140	LOC107064140	211
gene-LOC107064051	LOC107064051	2
gene-LOC107064112	LOC107064112	429
gene-LOC107064135	LOC107064135	73
gene-LOC107064136	LOC107064136	156
gene-LOC107064185	LOC107064185	48
gene-LOC107064216	LOC107064216	5
gene-LOC107064193	LOC107064193	16
gene-LOC107064191	LOC107064191	30
gene-LOC107064192	LOC107064192	34
gene-LOC107064146	LOC107064146	96
gene-LOC107064118	LOC107064118	95
gene-LOC107064119	LOC107064119	197
gene-LOC107064117	LOC107064117	226
gene-LOC107064134	LOC107064134	4671
gene-LOC107064095	LOC107064095	40
gene-LOC107064042	LOC107064042	1
gene-LOC107064096	LOC107064096	22
gene-LOC107064094	LOC107064094	144
gene-LOC107064149	LOC107064149	396
gene-LOC107064170	LOC107064170	73
gene-LOC107064171	LOC107064171	167
gene-LOC107064172	LOC107064172	109
gene-LOC107064069	LOC107064069	148
gene-LOC107064070	LOC107064070	164
gene-LOC107064071	LOC107064071	24
gene-LOC107064072	LOC107064072	308
gene-LOC107064073	LOC107064073	643
gene-LOC107064074	LOC107064074	1078
gene-LOC107064182	LOC107064182	34
gene-LOC107064206	LOC107064206	7
gene-LOC107064207	LOC107064207	0
gene-LOC107064159	LOC107064159	212
gene-LOC107064160	LOC107064160	191
gene-LOC107064190	LOC107064190	624
gene-LOC107064043	LOC107064043	35
gene-LOC107064213	LOC107064213	15
gene-LOC107064210	LOC107064210	135
gene-LOC107064200	LOC107064200	1576
gene-LOC107064168	LOC107064168	345
gene-LOC107064139	LOC107064139	332
gene-LOC107064217	LOC107064217	3
gene-LOC107064208	LOC107064208	104
gene-LOC107064133	LOC107064133	330
gene-LOC107064181	LOC107064181	681
gene-LOC107064180	LOC107064180	113
gene-LOC107064044	LOC107064044	1
gene-LOC107064053	LOC107064053	3
gene-LOC107064114	LOC107064114	273
gene-LOC107064115	LOC107064115	131
gene-LOC107064116	LOC107064116	198
gene-LOC107064083	LOC107064083	85
gene-LOC107064082	LOC107064082	780
gene-LOC107064084	LOC107064084	114
gene-LOC107064241	LOC107064241	14
gene-LOC107064220	LOC107064220	22
gene-LOC107064221	LOC107064221	23
gene-LOC107064343	LOC107064343	137
gene-LOC107064222	LOC107064222	10
gene-LOC107064239	LOC107064239	37
gene-LOC107064357	LOC107064357	94
gene-LOC107064378	LOC107064378	189
gene-LOC107064338	LOC107064338	280
gene-LOC107064337	LOC107064337	494
gene-LOC107064223	LOC107064223	0
gene-LOC107064224	LOC107064224	1
gene-LOC107064225	LOC107064225	0
gene-LOC107064354	LOC107064354	244
gene-LOC107064247	LOC107064247	1970
gene-LOC107064248	LOC107064248	542
gene-LOC107064249	LOC107064249	1179
gene-LOC107064251	LOC107064251	1556
gene-LOC107064252	LOC107064252	381
gene-LOC107064254	LOC107064254	218
gene-LOC107064253	LOC107064253	709
gene-LOC107064255	LOC107064255	209
gene-LOC107064256	LOC107064256	261
gene-LOC107064257	LOC107064257	59
gene-LOC107064259	LOC107064259	394
gene-LOC107064258	LOC107064258	578
gene-LOC107064260	LOC107064260	428
gene-LOC107064366	LOC107064366	119
gene-LOC107064367	LOC107064367	0
gene-LOC107064373	LOC107064373	75
gene-LOC107064374	LOC107064374	1
gene-LOC107064384	LOC107064384	1
gene-LOC107064226	LOC107064226	0
gene-LOC107064383	LOC107064383	39
gene-LOC107064356	LOC107064356	492
gene-LOC107064243	LOC107064243	26
gene-LOC107064347	LOC107064347	338
gene-LOC107064228	LOC107064228	298
gene-LOC107064358	LOC107064358	414
gene-LOC107064359	LOC107064359	288
gene-LOC107064369	LOC107064369	184
gene-LOC107064273	LOC107064273	586
gene-LOC107064279	LOC107064279	324
gene-LOC107064274	LOC107064274	77
gene-LOC107064280	LOC107064280	1413
gene-LOC107064277	LOC107064277	241
gene-LOC107064276	LOC107064276	344
gene-LOC107064281	LOC107064281	163
gene-LOC107064282	LOC107064282	60
gene-LOC107064283	LOC107064283	308
gene-LOC107064285	LOC107064285	43
gene-LOC107064286	LOC107064286	48
gene-LOC107064287	LOC107064287	158
gene-LOC107064288	LOC107064288	275
gene-LOC107064355	LOC107064355	218
gene-LOC107064229	LOC107064229	93
gene-LOC107064368	LOC107064368	128
gene-LOC107064370	LOC107064370	7
gene-LOC107064371	LOC107064371	986
gene-LOC107064376	LOC107064376	707
gene-LOC107064322	LOC107064322	181
gene-LOC107064323	LOC107064323	1479
gene-LOC107064230	LOC107064230	2
gene-LOC107064362	LOC107064362	70
gene-LOC107064305	LOC107064305	19
gene-LOC107064307	LOC107064307	83
gene-LOC107064308	LOC107064308	589
gene-LOC107064306	LOC107064306	694
gene-LOC107064312	LOC107064312	307
gene-LOC107064309	LOC107064309	172
gene-LOC107064310	LOC107064310	22
gene-LOC107064295	LOC107064295	576
gene-LOC107064298	LOC107064298	380
gene-LOC107064297	LOC107064297	848
gene-LOC107064335	LOC107064335	169
gene-LOC107064336	LOC107064336	28
gene-LOC107064379	LOC107064379	442
gene-LOC107064327	LOC107064327	145
gene-LOC107064339	LOC107064339	56
gene-LOC107064340	LOC107064340	89
gene-LOC107064341	LOC107064341	4
gene-LOC107064342	LOC107064342	37
gene-LOC107064332	LOC107064332	212
gene-LOC107064331	LOC107064331	404
gene-LOC107064240	LOC107064240	24
gene-LOC107064364	LOC107064364	71
gene-LOC107064363	LOC107064363	79
gene-LOC107064231	LOC107064231	2
gene-LOC107064232	LOC107064232	0
gene-LOC107064244	LOC107064244	1
gene-LOC107064245	LOC107064245	0
gene-LOC107064233	LOC107064233	0
gene-LOC107064382	LOC107064382	11
gene-LOC107064381	LOC107064381	5
gene-LOC107064349	LOC107064349	119
gene-LOC107064348	LOC107064348	156
gene-LOC107064380	LOC107064380	183
gene-LOC107064326	LOC107064326	24
gene-LOC107064324	LOC107064324	300
gene-LOC107064352	LOC107064352	197
gene-LOC107064242	LOC107064242	6
gene-LOC107064385	LOC107064385	8
gene-LOC107064303	LOC107064303	27
gene-LOC107064302	LOC107064302	600
gene-LOC107064321	LOC107064321	81
gene-LOC107064318	LOC107064318	161
gene-LOC107064319	LOC107064319	76
gene-LOC107064261	LOC107064261	231
gene-LOC107064264	LOC107064264	82
gene-LOC107064263	LOC107064263	104
gene-LOC107064265	LOC107064265	134
gene-LOC107064268	LOC107064268	24
gene-LOC107064266	LOC107064266	16
gene-LOC107064267	LOC107064267	190
gene-LOC107064269	LOC107064269	1449
gene-LOC107064271	LOC107064271	610
gene-LOC107064272	LOC107064272	1130
gene-LOC107064365	LOC107064365	173
gene-LOC107064329	LOC107064329	750
gene-LOC107064344	LOC107064344	1258
gene-LOC107064238	LOC107064238	889
gene-LOC107064345	LOC107064345	202
gene-LOC107064346	LOC107064346	100
gene-LOC107064333	LOC107064333	665
gene-LOC107064334	LOC107064334	6
gene-LOC107064361	LOC107064361	188
gene-LOC107064234	LOC107064234	3
gene-LOC107064377	LOC107064377	187
gene-LOC107064236	LOC107064236	0
gene-LOC107064237	LOC107064237	403
gene-LOC107064350	LOC107064350	2
gene-LOC107064351	LOC107064351	24
gene-LOC107064299	LOC107064299	983
gene-LOC107064386	LOC107064386	83
gene-LOC107064330	LOC107064330	509
gene-LOC107064360	LOC107064360	306
gene-LOC107064315	LOC107064315	101
gene-LOC107064314	LOC107064314	273
gene-LOC107064317	LOC107064317	1977
gene-LOC107064313	LOC107064313	1023
gene-LOC107064290	LOC107064290	217
gene-LOC107064289	LOC107064289	1305
gene-LOC107064291	LOC107064291	133
gene-LOC107064292	LOC107064292	214
gene-LOC107064293	LOC107064293	32
gene-LOC107064294	LOC107064294	1168
gene-LOC107064375	LOC107064375	445
gene-LOC107064429	LOC107064429	456
gene-LOC107064430	LOC107064430	4
gene-LOC107064431	LOC107064431	1165
gene-LOC107064398	LOC107064398	38
gene-LOC107064397	LOC107064397	49
gene-LOC107064416	LOC107064416	20
gene-LOC107064415	LOC107064415	354
gene-LOC107064447	LOC107064447	9
gene-LOC107064440	LOC107064440	162
gene-LOC107064422	LOC107064422	44
gene-LOC107064424	LOC107064424	0
gene-LOC107064425	LOC107064425	49
gene-LOC107064423	LOC107064423	267
gene-LOC107064427	LOC107064427	96
gene-LOC107064428	LOC107064428	9
gene-LOC107064426	LOC107064426	50
gene-LOC107064439	LOC107064439	173
gene-LOC107064454	LOC107064454	63
gene-LOC107064449	LOC107064449	32
gene-LOC107064453	LOC107064453	19
gene-LOC107064436	LOC107064436	911
gene-LOC107064387	LOC107064387	0
gene-LOC107064388	LOC107064388	9
gene-LOC107064389	LOC107064389	39
gene-LOC107064437	LOC107064437	370
gene-LOC107064391	LOC107064391	3
gene-LOC107064441	LOC107064441	45
gene-LOC107064444	LOC107064444	517
gene-LOC107064445	LOC107064445	113
gene-LOC107064446	LOC107064446	487
gene-LOC107064405	LOC107064405	56
gene-LOC107064413	LOC107064413	43
gene-LOC107064401	LOC107064401	91
gene-LOC107064406	LOC107064406	55
gene-LOC107064400	LOC107064400	790
gene-LOC107064408	LOC107064408	68
gene-LOC107064403	LOC107064403	2749
gene-LOC107064409	LOC107064409	253
gene-LOC107064392	LOC107064392	1
gene-LOC107064404	LOC107064404	246
gene-LOC107064411	LOC107064411	4641
gene-LOC107064414	LOC107064414	2
gene-LOC107064412	LOC107064412	39
gene-LOC107064402	LOC107064402	359
gene-LOC107064410	LOC107064410	117
gene-LOC107064407	LOC107064407	236
gene-LOC107064399	LOC107064399	495
gene-LOC107064418	LOC107064418	92
gene-LOC107064393	LOC107064393	46
gene-LOC107064417	LOC107064417	436
gene-LOC107064394	LOC107064394	77
gene-LOC107064419	LOC107064419	8
gene-LOC107064420	LOC107064420	864
gene-LOC107064421	LOC107064421	132
gene-LOC107064432	LOC107064432	37
gene-LOC107064434	LOC107064434	300
gene-LOC107064433	LOC107064433	221
gene-LOC107064435	LOC107064435	257
gene-LOC107064443	LOC107064443	119
gene-LOC107064438	LOC107064438	289
gene-LOC107064452	LOC107064452	30
gene-LOC107064395	LOC107064395	136
gene-LOC107064450	LOC107064450	2442
gene-LOC107064448	LOC107064448	330
gene-LOC107064396	LOC107064396	8
gene-LOC107064497	LOC107064497	3493
gene-LOC107064507	LOC107064507	15
gene-LOC107064504	LOC107064504	199
gene-LOC107064500	LOC107064500	89
gene-LOC107064499	LOC107064499	425
gene-LOC107064505	LOC107064505	2562
gene-LOC107064506	LOC107064506	2454
gene-LOC107064501	LOC107064501	841
gene-LOC107064502	LOC107064502	280
gene-LOC107064508	LOC107064508	60
gene-LOC107064511	LOC107064511	193
gene-LOC107064510	LOC107064510	149
gene-LOC107064515	LOC107064515	59
gene-LOC107064512	LOC107064512	130
gene-LOC107064513	LOC107064513	37
gene-LOC107064509	LOC107064509	109
gene-LOC107064473	LOC107064473	148
gene-LOC107064471	LOC107064471	173
gene-LOC107064474	LOC107064474	236
gene-LOC107064475	LOC107064475	396
gene-LOC107064476	LOC107064476	527
gene-LOC107064479	LOC107064479	634
gene-LOC107064477	LOC107064477	225
gene-LOC107064478	LOC107064478	253
gene-LOC107064480	LOC107064480	45
gene-LOC107064484	LOC107064484	1499
gene-LOC107064482	LOC107064482	40
gene-LOC107064485	LOC107064485	214
gene-LOC107064483	LOC107064483	1
gene-LOC107064481	LOC107064481	30
gene-LOC107064486	LOC107064486	262
gene-LOC107064487	LOC107064487	70
gene-LOC107064490	LOC107064490	34
gene-LOC107064489	LOC107064489	1658
gene-LOC107064455	LOC107064455	139
gene-LOC107064491	LOC107064491	964
gene-LOC107064492	LOC107064492	63
gene-LOC107064495	LOC107064495	160
gene-LOC107064496	LOC107064496	35
gene-LOC107064493	LOC107064493	451
gene-LOC107064628	LOC107064628	150
gene-LOC107064612	LOC107064612	250
gene-LOC107064601	LOC107064601	67
gene-LOC107064456	LOC107064456	30
gene-LOC107064602	LOC107064602	182
gene-LOC107064457	LOC107064457	60
gene-LOC107064629	LOC107064629	67
gene-LOC107064609	LOC107064609	185
gene-LOC107064522	LOC107064522	1
gene-LOC107064619	LOC107064619	457
gene-LOC107064620	LOC107064620	627
gene-LOC107064627	LOC107064627	13
gene-LOC107064524	LOC107064524	25
gene-LOC107064458	LOC107064458	2
gene-LOC107064525	LOC107064525	210
gene-LOC107064526	LOC107064526	45
gene-LOC107064527	LOC107064527	203
gene-LOC107064528	LOC107064528	57
gene-LOC107064529	LOC107064529	12
gene-LOC107064531	LOC107064531	115
gene-LOC107064530	LOC107064530	627
gene-LOC107064532	LOC107064532	1636
gene-LOC107064533	LOC107064533	33
gene-LOC107064534	LOC107064534	71
gene-LOC107064535	LOC107064535	230
gene-LOC107064536	LOC107064536	430
gene-LOC107064459	LOC107064459	3
gene-LOC107064537	LOC107064537	293
gene-LOC107064611	LOC107064611	464
gene-LOC107064516	LOC107064516	103
gene-LOC107064615	LOC107064615	78
gene-LOC107064616	LOC107064616	120
gene-LOC107064584	LOC107064584	1249
gene-LOC107064585	LOC107064585	80
gene-LOC107064599	LOC107064599	580
gene-LOC107064603	LOC107064603	275
gene-LOC107064633	LOC107064633	62
gene-LOC107064631	LOC107064631	18
gene-LOC107064560	LOC107064560	540
gene-LOC107064561	LOC107064561	6
gene-LOC107064460	LOC107064460	189
gene-LOC107064564	LOC107064564	174
gene-LOC107064562	LOC107064562	85
gene-LOC107064544	LOC107064544	255
gene-LOC107064545	LOC107064545	332
gene-LOC107064546	LOC107064546	94
gene-LOC107064548	LOC107064548	163
gene-LOC107064547	LOC107064547	974
gene-LOC107064559	LOC107064559	916
gene-LOC107064565	LOC107064565	194
gene-LOC107064461	LOC107064461	8
gene-LOC107064569	LOC107064569	54
gene-LOC107064463	LOC107064463	298
gene-LOC107064464	LOC107064464	61
gene-LOC107064568	LOC107064568	20
gene-LOC107064566	LOC107064566	101
gene-LOC107064567	LOC107064567	163
gene-LOC107064634	LOC107064634	95
gene-LOC107064570	LOC107064570	515
gene-LOC107064572	LOC107064572	44
gene-LOC107064571	LOC107064571	396
gene-LOC107064636	LOC107064636	9
gene-LOC107064632	LOC107064632	25
gene-LOC107064590	LOC107064590	199
gene-LOC107064465	LOC107064465	75
