Geneid	gene_name	PO_Q1_1Aligned.sortedByCoord.out.bam	PO_Q3_1Aligned.sortedByCoord.out.bam	PO_W1_1Aligned.sortedByCoord.out.bam	PO_Q4_1Aligned.sortedByCoord.out.bam	PO_W2_1Aligned.sortedByCoord.out.bam	PO_Q5_1Aligned.sortedByCoord.out.bam	PO_W5_1Aligned.sortedByCoord.out.bam	PO_W4_1Aligned.sortedByCoord.out.bam	PO_Q2_1Aligned.sortedByCoord.out.bam	PO_W3_1Aligned.sortedByCoord.out.bam
Polyb2a004500	NA	256	319	222	396	247	289	204	300	338	253
Polyb2a004247	NA	511	518	227	456	518	379	105	468	858	309
Polyb2a004267	NA	2295	2629	1503	2739	2595	2144	1119	2821	3711	1917
Polyb2a004254	NA	967	1103	754	1291	1099	1061	639	1211	1352	941
Polyb2a004244	NA	215	237	228	289	229	212	244	254	266	208
Polyb2a004285	NA	77	59	36	81	76	61	31	77	125	58
Polyb2a004261	NA	6	2	45	3	13	5	22	5	7	9
Polyb2a004256	NA	315	526	199	815	182	638	286	200	469	285
Polyb2a004291	NA	426	450	759	594	355	387	943	405	489	559
Polyb2a004260	NA	293	321	288	342	335	249	306	402	430	338
Polyb2a004279	NA	114	100	217	135	130	80	116	142	176	122
Polyb2a004258	NA	3	1	0	0	0	0	0	3	0	0
Polyb2a004283	NA	637	592	581	661	873	555	496	907	907	631
Polyb2a004268	NA	2249	2470	1442	3186	2757	2629	1131	2623	3615	1661
Polyb2a004257	NA	2584	3439	2379	3867	3169	3141	2527	3530	3978	2997
Polyb2a004274	NA	307	488	348	570	477	445	358	540	578	332
Polyb2a004277	NA	318	446	268	677	333	464	279	363	493	270
Polyb2a004250	NA	53	45	50	51	55	43	33	65	81	55
Polyb2a004249	NA	47	46	83	65	45	60	64	69	65	64
Polyb2a004288	NA	764	869	578	962	881	857	501	914	1109	717
Polyb2a004273	NA	1652	1621	1171	1852	1922	1546	744	1771	2371	1249
Polyb2a004289	NA	277	405	183	417	312	377	168	340	457	227
Polyb2a004287	NA	115	117	179	130	191	121	176	220	171	194
Polyb2a004284	NA	106	100	178	81	138	114	134	196	118	191
Polyb2a004252	NA	304	311	309	284	444	284	258	564	471	374
Polyb2a004243	NA	256	356	249	357	288	301	256	317	366	250
Polyb2a004276	NA	59	68	54	65	100	47	48	86	94	62
Polyb2a004281	NA	987	782	399	850	1121	638	218	1048	1383	619
Polyb2a004264	NA	1390	1632	1409	1603	2137	1398	1290	2213	2148	1572
Polyb2a004259	NA	284	260	172	281	332	266	54	383	496	216
Polyb2a004255	NA	165	170	152	220	247	190	84	233	332	166
Polyb2a004253	NA	1	0	3	3	4	1	0	4	5	0
Polyb2a004266	NA	1	2	1	3	1	1	0	2	1	0
Polyb2a004286	NA	47	42	138	18	95	37	54	43	43	158
Polyb2a004263	NA	724	872	631	982	887	827	619	1044	1115	753
Polyb2a004282	NA	159	183	127	218	159	170	105	196	247	120
Polyb2a004246	NA	407	443	379	517	433	404	358	495	532	434
Polyb2a004248	NA	557	459	523	428	572	455	428	735	784	454
Polyb2a004278	NA	41	28	16	82	36	48	27	19	42	30
Polyb2a004290	NA	1	0	2	4	0	0	2	0	3	0
Polyb2a004262	NA	46	46	31	102	195	68	34	73	47	10
Polyb2a004271	NA	317	348	208	439	313	305	146	364	449	265
Polyb2a004245	NA	22	12	6	44	80	32	3	15	35	5
Polyb2a004272	NA	632	672	763	704	927	573	853	925	752	879
Polyb2a004270	NA	56	71	77	96	109	56	102	86	69	98
Polyb2a004275	NA	78	92	42	112	58	103	28	121	113	49
Polyb2a004242	NA	5	1	0	3	5	4	0	4	4	2
Polyb2a004251	NA	83	106	70	167	100	120	60	91	163	85
Polyb2a004265	NA	829	1190	751	1460	977	1149	799	1253	1232	968
Polyb2a004280	NA	143	163	164	216	212	165	148	209	229	204
Polyb2a004269	NA	2888	2604	1919	2862	3053	2754	1728	3561	4594	2234
Polyb2a007615	NA	0	0	0	0	0	0	0	1	0	0
Polyb2a007608	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a007635	NA	903	1206	617	1721	1106	1120	668	998	1213	862
Polyb2a007614	NA	207	172	517	143	476	170	744	562	286	534
Polyb2a007629	NA	356	313	682	378	509	311	937	681	527	672
Polyb2a007623	NA	292	450	314	476	350	398	322	439	466	339
Polyb2a007626	NA	471	625	449	704	519	630	421	597	745	550
Polyb2a007610	NA	4341	4522	4430	5143	3949	4195	4953	4541	5433	4816
Polyb2a007625	NA	338	482	353	522	440	437	258	456	514	292
Polyb2a007613	NA	12640	11700	21611	14304	25432	10564	24425	21834	14847	22215
Polyb2a007628	NA	690	780	719	941	967	742	638	1034	1041	833
Polyb2a007634	NA	528	654	339	855	576	597	199	544	850	348
Polyb2a007612	NA	111	131	112	166	152	153	136	175	110	150
Polyb2a007624	NA	468	500	387	567	507	511	301	535	587	391
Polyb2a007622	NA	43	84	67	80	44	95	49	122	83	50
Polyb2a007620	NA	370	392	305	399	399	382	509	500	465	390
Polyb2a007627	NA	481	604	412	676	578	629	461	637	689	398
Polyb2a007631	NA	511	781	413	987	526	685	417	575	817	451
Polyb2a007619	NA	431	569	426	621	520	486	475	594	647	490
Polyb2a007609	NA	306	349	316	367	368	316	374	553	498	444
Polyb2a007618	NA	761	995	633	957	889	898	627	1039	1200	758
Polyb2a007607	NA	177	268	168	301	212	235	147	221	273	171
Polyb2a007632	NA	132	94	90	84	107	117	90	165	192	101
Polyb2a007617	NA	500	549	353	576	442	479	280	505	613	400
Polyb2a007621	NA	18	16	10	8	19	13	0	21	22	7
Polyb2a007630	NA	54	30	33	26	67	30	24	41	59	32
Polyb2a007633	NA	1136	2098	1252	2083	1650	1659	1436	1864	1688	1548
Polyb2a007611	NA	2645	3505	2513	4281	3390	2973	2441	3416	3688	2868
Polyb2a003038	NA	44	37	29	35	46	25	50	42	44	41
Polyb2a003031	NA	536	601	564	699	632	590	525	686	752	706
Polyb2a003040	NA	421	439	214	474	401	379	108	410	642	263
Polyb2a003033	NA	353	430	291	449	396	355	245	439	517	258
Polyb2a003030	NA	506	487	420	543	602	529	422	685	737	484
Polyb2a003042	NA	890	1225	586	1449	937	1098	566	974	1223	665
Polyb2a003037	NA	521	823	357	1039	416	744	404	570	830	550
Polyb2a003029	NA	3	6	10	21	6	18	9	6	11	9
Polyb2a003035	NA	1405	1552	766	1877	1429	1525	614	1540	2192	953
Polyb2a003036	NA	2231	2123	2057	2261	3199	1857	2391	3109	2920	2618
Polyb2a003039	NA	460	474	338	581	498	483	343	578	601	602
Polyb2a003041	NA	664	725	519	782	693	677	497	845	969	631
Polyb2a003032	NA	1707	1951	1277	2011	1917	1703	1082	1985	2513	1679
Polyb2a003034	NA	288	381	219	434	346	287	147	330	440	233
Polyb2a003797	NA	237	320	154	327	331	257	127	252	293	170
Polyb2a003795	NA	586	679	450	729	574	559	405	697	808	558
Polyb2a003794	NA	182	213	185	314	219	245	179	250	251	184
Polyb2a003796	NA	958	1129	507	1465	916	1100	340	862	1402	595
Polyb2a003806	NA	200	191	115	157	165	125	61	168	356	120
Polyb2a003800	NA	464	526	420	618	571	563	330	672	722	411
Polyb2a003807	NA	7087	8317	6560	9742	9712	7199	6906	9275	10578	6495
Polyb2a003799	NA	385	408	366	495	501	413	395	515	514	403
Polyb2a003801	NA	1257	1631	1271	1970	1649	1594	1081	1900	2015	1456
Polyb2a003808	NA	157	220	102	222	171	152	88	209	322	116
Polyb2a003798	NA	789	1067	682	1435	800	987	756	977	1293	784
Polyb2a003804	NA	602	782	592	1082	669	809	654	756	932	688
Polyb2a003802	NA	739	546	447	600	708	570	253	740	1018	516
Polyb2a003803	NA	81	72	34	87	83	71	14	96	139	63
Polyb2a003805	NA	1568	2303	960	2734	1875	1847	672	2161	2546	1197
Polyb2a003809	NA	227	188	130	184	178	161	114	216	324	194
Polyb2a002536	NA	8	3	3	7	2	3	1	4	7	5
Polyb2a002537	NA	347	403	163	434	374	360	105	368	538	192
Polyb2a002538	NA	133	125	66	145	169	96	46	165	209	99
Polyb2a001561	NA	4	1	2	3	9	4	1	0	5	2
Polyb2a004980	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004995	NA	0	0	0	0	0	1	0	0	0	0
Polyb2a005007	NA	2	5	0	0	1	1	0	0	1	1
Polyb2a005006	NA	1	3	0	0	0	1	0	0	3	0
Polyb2a004973	NA	443	590	412	629	507	542	341	616	644	463
Polyb2a004982	NA	26	20	14	22	14	24	8	14	23	12
Polyb2a004969	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004976	NA	27	60	8	58	29	40	22	47	56	27
Polyb2a004937	NA	3629	3989	3100	4301	4732	3875	2988	5155	5087	3787
Polyb2a004964	NA	475	506	243	524	512	501	94	571	702	225
Polyb2a004944	NA	1029	1363	1026	1576	1360	1255	927	1435	1639	996
Polyb2a004954	NA	459	569	456	641	544	525	591	621	595	525
Polyb2a004998	NA	181	262	182	259	245	266	229	285	269	224
Polyb2a004978	NA	25	22	17	31	35	42	26	30	51	27
Polyb2a004928	NA	93	108	110	128	156	91	119	132	162	128
Polyb2a004965	NA	79	83	83	96	93	82	103	96	109	88
Polyb2a005008	NA	465	652	625	730	698	663	608	969	749	476
Polyb2a004951	NA	173	241	141	263	163	265	121	252	339	169
Polyb2a004967	NA	567	686	268	565	670	416	300	716	877	303
Polyb2a004931	NA	217	222	234	177	264	203	276	328	288	328
Polyb2a004948	NA	520	452	405	444	584	457	341	654	706	422
Polyb2a004958	NA	31	28	17	33	31	12	10	22	33	26
Polyb2a004977	NA	57	59	78	57	103	63	92	103	88	113
Polyb2a004956	NA	517	641	346	797	689	701	261	657	830	374
Polyb2a005009	NA	90	114	58	101	97	86	55	96	159	71
Polyb2a004926	NA	75	80	55	86	47	61	28	60	93	50
Polyb2a004943	NA	66	89	34	140	87	113	19	58	123	31
Polyb2a004923	NA	5	13	0	10	8	4	0	6	5	2
Polyb2a004999	NA	824	933	814	998	1010	762	886	1139	1129	1013
Polyb2a004992	NA	354	475	331	587	429	466	326	495	501	337
Polyb2a004929	NA	3392	4805	2387	6431	3614	4856	2397	5887	5508	2808
Polyb2a004959	NA	172	231	170	242	198	205	184	259	243	174
Polyb2a004927	NA	237	332	219	360	322	315	185	300	404	220
Polyb2a004993	NA	1075	1280	697	1531	1212	1156	646	1258	1543	810
Polyb2a004957	NA	594	738	663	816	864	697	596	884	807	715
Polyb2a004942	NA	761	538	533	572	779	534	531	953	1077	615
Polyb2a005011	NA	241	227	211	231	247	176	221	266	284	269
Polyb2a005015	NA	1085	1593	1075	1734	1337	1347	1088	1466	1672	1188
Polyb2a004919	NA	360	339	264	326	363	347	300	495	482	306
Polyb2a004989	NA	1074	1313	1011	1426	1328	1171	971	1452	1538	1194
Polyb2a004983	NA	751	977	606	1184	919	953	673	966	1126	711
Polyb2a005003	NA	186	204	229	185	258	230	262	320	317	244
Polyb2a005013	NA	290	401	227	430	320	350	224	419	439	308
Polyb2a004996	NA	276	367	270	439	364	339	394	426	427	352
Polyb2a005002	NA	482	591	605	585	716	543	660	791	759	696
Polyb2a004994	NA	318	314	206	325	341	328	171	385	511	227
Polyb2a005000	NA	234	298	156	364	233	265	121	268	352	183
Polyb2a004921	NA	178	258	188	365	210	268	232	272	233	238
Polyb2a005004	NA	141	217	130	259	196	202	140	234	252	160
Polyb2a004966	NA	905	1006	635	1071	934	933	578	1091	1416	802
Polyb2a004985	NA	50	86	43	166	30	86	48	64	94	46
Polyb2a004955	NA	954	1296	699	1462	978	1204	627	1109	1319	855
Polyb2a004924	NA	309	396	288	526	359	421	286	394	438	287
Polyb2a004936	NA	747	879	653	1090	828	882	630	943	1079	814
Polyb2a004975	NA	459	550	529	597	607	490	446	636	745	495
Polyb2a004940	NA	113	160	82	196	180	169	65	183	213	86
Polyb2a004963	NA	315	476	429	553	475	484	499	588	524	486
Polyb2a004950	NA	294	421	275	465	331	343	266	370	436	309
Polyb2a004946	NA	222	255	183	284	256	260	201	288	301	256
Polyb2a004934	NA	1287	1303	885	1617	1652	1197	674	1373	2041	958
Polyb2a004939	NA	1	0	0	0	0	0	1	0	1	0
Polyb2a005005	NA	54	25	31	16	25	6	13	27	21	17
Polyb2a005016	NA	244	299	180	271	286	224	190	285	364	224
Polyb2a004949	NA	750	1171	307	1807	710	1297	323	508	1224	389
Polyb2a004945	NA	36	51	24	47	26	45	54	43	32	33
Polyb2a004935	NA	325	319	165	386	232	276	118	280	464	165
Polyb2a004970	NA	1477	1517	1274	1793	1808	1557	1260	2008	2223	1645
Polyb2a004991	NA	295	388	258	432	335	347	342	355	532	298
Polyb2a004941	NA	1199	1212	1023	1128	1360	957	837	1456	1699	1447
Polyb2a004938	NA	311	237	75	300	234	243	92	299	379	246
Polyb2a004947	NA	3411	3916	1621	4678	3666	3609	1272	4061	5127	2963
Polyb2a004974	NA	222	351	234	354	283	290	270	357	358	291
Polyb2a004986	NA	1233	1808	874	2256	1393	1617	746	1539	1731	995
Polyb2a004953	NA	952	1055	772	1374	1204	1104	928	1167	1262	920
Polyb2a004952	NA	3836	4931	3421	6044	4423	5239	3696	4966	5518	4096
Polyb2a004990	NA	238	281	203	319	253	267	133	260	328	209
Polyb2a004930	NA	56	80	66	74	79	61	66	74	92	67
Polyb2a004988	NA	21	15	7	18	16	18	6	12	20	1
Polyb2a004984	NA	206	243	95	318	152	264	35	205	404	140
Polyb2a004971	NA	0	0	1	1	1	1	0	0	1	0
Polyb2a004979	NA	10	14	9	8	18	9	14	11	16	10
Polyb2a004933	NA	1060	1349	916	1684	1126	1300	825	1128	1312	1010
Polyb2a004961	NA	46	56	33	80	99	55	17	70	92	46
Polyb2a004960	NA	1028	1194	685	1510	1079	1220	517	1112	1474	710
Polyb2a004918	NA	2788	2889	5149	3201	5670	2666	6672	5010	3123	5616
Polyb2a005001	NA	1172	1002	682	1042	1188	961	422	1280	1787	683
Polyb2a004925	NA	988	1779	585	2735	787	2403	1390	755	1338	703
Polyb2a005012	NA	381	912	61	1293	182	954	187	163	674	76
Polyb2a005010	NA	1838	4412	351	6006	511	5958	569	300	3826	542
Polyb2a004987	NA	277	411	219	578	253	421	154	330	477	194
Polyb2a004981	NA	317	347	265	257	290	288	262	359	499	287
Polyb2a004997	NA	219	301	158	336	240	304	133	295	332	183
Polyb2a005014	NA	1	4	6	9	5	4	4	10	6	10
Polyb2a004968	NA	312	394	378	431	419	338	468	460	424	429
Polyb2a004920	NA	43	0	19	3	2	0	20	1	159	1
Polyb2a004932	NA	357	396	352	478	409	407	347	465	521	398
Polyb2a003628	NA	46	48	27	38	50	31	15	46	69	33
Polyb2a003643	NA	311	389	187	561	336	415	117	301	532	203
Polyb2a003626	NA	134	190	102	181	130	223	75	179	204	93
Polyb2a003636	NA	6685	6318	4839	6019	7702	5845	4536	7893	9954	5790
Polyb2a003639	NA	3818	3682	2118	4178	3884	3267	1457	3910	6255	2220
Polyb2a003624	NA	262	376	195	347	249	323	241	301	325	241
Polyb2a003627	NA	20	28	27	29	20	18	20	29	33	20
Polyb2a003641	NA	2032	2271	1311	2378	2830	2037	654	2477	3402	1220
Polyb2a003650	NA	374	548	273	663	379	502	175	392	623	286
Polyb2a003630	NA	4	6	3	8	3	8	4	6	9	4
Polyb2a003645	NA	730	851	706	882	898	731	686	1150	1060	768
Polyb2a003649	NA	148	220	60	350	72	233	120	172	289	141
Polyb2a003625	NA	281	374	265	438	282	316	245	372	387	310
Polyb2a003631	NA	167	254	192	295	212	282	260	249	264	213
Polyb2a003629	NA	452	578	515	631	639	487	534	710	767	579
Polyb2a003644	NA	2276	3051	1701	3433	2647	2793	1601	2908	3512	2152
Polyb2a003633	NA	269	309	161	397	277	302	194	258	385	221
Polyb2a003638	NA	2160	3369	746	5520	1543	3647	1036	1802	2945	1297
Polyb2a003640	NA	1392	2184	643	3429	945	2302	930	1278	1968	1029
Polyb2a003646	NA	21	11	50	22	10	22	80	26	15	27
Polyb2a003647	NA	128	138	244	144	195	123	307	243	189	242
Polyb2a003632	NA	2404	2442	1733	2727	2903	2135	1299	3298	3645	2079
Polyb2a003648	NA	214	272	196	317	281	226	194	315	319	243
Polyb2a003635	NA	461	556	347	591	447	528	322	571	593	485
Polyb2a003642	NA	277	422	192	404	285	316	219	347	338	332
Polyb2a003634	NA	484	401	282	398	411	426	217	596	704	319
Polyb2a011708	NA	0	0	0	1	0	0	0	0	1	0
Polyb2a011796	NA	38	52	421	83	123	59	638	109	85	263
Polyb2a011799	NA	469	459	325	600	402	462	416	429	575	429
Polyb2a011738	NA	4	0	3	2	2	1	2	2	2	4
Polyb2a011775	NA	0	0	0	0	0	0	0	0	2	1
Polyb2a011781	NA	1	3	7	7	6	6	41	3	2	5
Polyb2a011791	NA	257	348	2864	769	1361	485	4072	1389	389	1282
Polyb2a011706	NA	165	210	97	169	125	132	120	147	222	90
Polyb2a011727	NA	2162	5407	2224	9621	6271	5045	2992	3474	5009	3296
Polyb2a011761	NA	169	219	134	329	81	261	151	158	310	68
Polyb2a011779	NA	1667	1986	1184	2387	1884	1894	944	2010	2765	1608
Polyb2a011718	NA	9025	8588	7056	10419	8995	7426	5334	8183	10641	6711
Polyb2a011725	NA	1143	1197	1127	1460	1313	961	905	1310	1219	1083
Polyb2a011736	NA	172	189	225	202	261	183	224	255	251	236
Polyb2a011737	NA	595	708	542	833	626	581	494	730	813	497
Polyb2a011743	NA	950	1103	690	1427	1114	1112	617	1175	1416	894
Polyb2a011784	NA	92	153	93	185	100	107	63	145	174	92
Polyb2a011740	NA	1914	2385	1282	3014	1693	2437	1271	2104	2683	1514
Polyb2a011772	NA	633	749	548	950	697	770	677	737	909	705
Polyb2a011757	NA	638	975	474	946	526	868	365	708	869	537
Polyb2a011766	NA	479	664	398	683	512	639	360	586	706	471
Polyb2a011755	NA	1015	1284	782	1610	1116	1307	715	1253	1450	908
Polyb2a011720	NA	585	830	579	1064	684	859	628	849	978	645
Polyb2a011749	NA	688	755	642	825	872	756	620	1112	1241	700
Polyb2a011722	NA	172	179	135	219	187	161	170	255	276	149
Polyb2a011798	NA	900	1047	1089	1194	1024	1036	1292	1289	1262	1299
Polyb2a011764	NA	3661	4664	3332	5631	4227	4505	3642	4522	5391	3881
Polyb2a011780	NA	295	312	194	423	371	340	193	358	452	212
Polyb2a011705	NA	4	7	0	5	2	10	5	3	8	4
Polyb2a011721	NA	253	358	189	519	217	344	121	170	385	151
Polyb2a011748	NA	1145	1417	959	1697	1400	1402	948	1519	1749	1213
Polyb2a011773	NA	358	344	198	382	390	349	140	452	568	238
Polyb2a011785	NA	31	53	21	56	58	47	16	56	86	25
Polyb2a011733	NA	778	795	495	781	823	794	473	970	1173	673
Polyb2a011776	NA	860	845	1089	1058	2035	798	1067	1375	1295	1052
Polyb2a011724	NA	834	1012	914	1063	1094	1006	1075	1221	1207	987
Polyb2a011739	NA	343	378	371	367	396	343	486	429	445	341
Polyb2a011742	NA	1258	1590	1323	1884	1555	1399	1386	1740	1757	1480
Polyb2a011710	NA	199	223	87	292	204	241	111	198	272	142
Polyb2a011717	NA	521	640	429	690	572	568	388	644	826	487
Polyb2a011770	NA	469	525	307	606	528	547	290	709	690	399
Polyb2a011797	NA	1335	1871	1122	2020	1428	1781	1139	1867	2031	1293
Polyb2a011714	NA	227	354	245	386	255	353	254	340	364	296
Polyb2a011752	NA	2347	3096	1951	3760	3115	2907	1658	2773	3362	2303
Polyb2a011754	NA	474	711	444	749	519	622	424	578	691	462
Polyb2a011782	NA	112	112	91	102	123	101	60	121	151	114
Polyb2a011713	NA	26	48	26	64	43	50	26	44	51	35
Polyb2a011711	NA	821	960	531	1169	769	890	421	855	1107	585
Polyb2a011719	NA	92	106	106	144	91	110	111	103	108	132
Polyb2a011774	NA	588	755	429	835	517	657	474	646	829	446
Polyb2a011800	NA	258	348	217	317	246	265	185	262	432	198
Polyb2a011762	NA	1913	2509	1424	2919	1940	2593	1122	2887	3446	1655
Polyb2a011767	NA	355	521	210	687	422	554	194	505	694	258
Polyb2a011750	NA	94	149	91	178	109	134	109	137	163	94
Polyb2a011731	NA	52	83	28	83	35	64	16	66	86	42
Polyb2a011707	NA	653	864	567	1028	872	837	486	1007	1033	620
Polyb2a011793	NA	322	526	288	651	459	508	253	419	546	339
Polyb2a011794	NA	91	44	135	56	148	38	109	171	135	72
Polyb2a011741	NA	2045	2379	1744	2603	2793	2205	1776	2822	3025	2236
Polyb2a011746	NA	4984	5306	3624	6169	5319	5071	3438	6724	7367	5904
Polyb2a011735	NA	292	368	267	441	295	381	252	436	455	289
Polyb2a011753	NA	404	335	308	273	448	312	247	523	631	323
Polyb2a011723	NA	287	318	271	389	299	345	250	375	428	321
Polyb2a011787	NA	80	77	69	111	58	125	67	73	104	60
Polyb2a011763	NA	371	450	443	515	512	408	435	535	553	474
Polyb2a011783	NA	752	965	508	1160	848	901	314	783	1216	539
Polyb2a011789	NA	31	32	28	47	44	53	31	53	48	42
Polyb2a011778	NA	483	452	289	474	560	411	286	652	807	326
Polyb2a011729	NA	158	235	119	195	147	152	80	231	242	120
Polyb2a011726	NA	7	4	2	7	1	7	5	4	7	0
Polyb2a011760	NA	640	855	520	985	757	788	514	804	929	621
Polyb2a011751	NA	386	508	226	563	346	414	297	445	589	263
Polyb2a011758	NA	92	84	72	87	85	103	61	147	135	63
Polyb2a011768	NA	163	135	77	185	172	149	68	144	237	78
Polyb2a011801	NA	332	361	223	376	346	391	223	424	456	268
Polyb2a011756	NA	382	443	341	419	425	361	306	507	600	383
Polyb2a011790	NA	1481	1875	1771	1844	1850	1644	1887	2487	2089	2111
Polyb2a011788	NA	3136	3057	2336	2888	3156	2911	2022	4273	4910	3022
Polyb2a011715	NA	670	887	697	870	845	867	710	1029	992	805
Polyb2a011792	NA	144	218	130	237	170	150	113	216	219	146
Polyb2a011786	NA	275	474	233	533	288	434	260	370	454	229
Polyb2a011745	NA	374	424	294	439	368	383	295	446	484	352
Polyb2a011795	NA	972	1164	747	1175	1002	958	735	1119	1237	905
Polyb2a011712	NA	265	384	170	504	255	366	126	325	395	198
Polyb2a011728	NA	464	444	185	426	437	374	147	487	774	288
Polyb2a011730	NA	351	302	239	362	347	307	146	447	460	288
Polyb2a011709	NA	147	180	166	187	165	168	110	210	184	144
Polyb2a011744	NA	302	352	198	465	365	383	234	351	465	223
Polyb2a011716	NA	282	275	241	237	309	277	217	346	374	228
Polyb2a011732	NA	133	128	110	93	150	96	104	194	198	124
Polyb2a011747	NA	62	65	38	86	51	51	38	65	107	60
Polyb2a011759	NA	22	12	64	40	35	31	48	27	35	45
Polyb2a011769	NA	1	3	3	2	65	2	1	2	4	2
Polyb2a011765	NA	3	2	3	10	267	2	8	3	7	2
Polyb2a011734	NA	1	1	1	0	4	0	0	4	3	1
Polyb2a001560	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a008992	NA	545	434	704	477	654	422	650	687	670	766
Polyb2a009078	NA	375	638	394	816	989	822	471	454	761	339
Polyb2a009011	NA	2	4	1	2	5	1	2	4	2	1
Polyb2a009008	NA	2	2	1	2	3	0	4	2	0	0
Polyb2a009079	NA	1	0	0	1	1	0	0	0	0	0
Polyb2a009108	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a009020	NA	16	16	16	23	14	27	14	20	24	29
Polyb2a009042	NA	296	441	266	500	376	386	262	429	485	309
Polyb2a009052	NA	29	40	35	59	24	57	31	33	29	38
Polyb2a009083	NA	3	0	0	2	5	4	3	3	5	6
Polyb2a008980	NA	6	4	0	5	8	8	1	10	6	2
Polyb2a009046	NA	2383	2758	2199	3143	2697	2485	2513	3258	3166	2553
Polyb2a009012	NA	246	280	210	306	273	306	210	274	360	243
Polyb2a009074	NA	668	780	608	896	699	713	612	785	991	688
Polyb2a008991	NA	15894	18815	10772	21159	10803	16487	10175	12849	20094	12101
Polyb2a009061	NA	268	377	249	416	290	370	204	362	436	217
Polyb2a009003	NA	417	533	376	623	444	473	404	539	592	474
Polyb2a009065	NA	268	368	263	359	280	285	267	334	336	324
Polyb2a009035	NA	482	535	384	578	531	488	359	601	641	469
Polyb2a008961	NA	1951	2137	2103	2407	2011	2059	2280	2530	2436	2454
Polyb2a009056	NA	785	1062	791	1190	985	953	780	1002	1226	934
Polyb2a009014	NA	1803	1996	1190	2377	1983	1944	953	2272	2870	1443
Polyb2a009043	NA	258	285	149	349	251	272	127	232	358	193
Polyb2a008963	NA	108	71	55	84	85	74	50	142	224	76
Polyb2a009025	NA	55	64	35	58	43	59	51	84	78	41
Polyb2a009086	NA	69	101	85	93	124	119	96	129	125	109
Polyb2a009026	NA	3916	4065	7148	4296	7488	3736	8757	7441	4573	8065
Polyb2a009106	NA	1134	1214	1048	1395	1432	1098	1123	1445	1418	1147
Polyb2a008973	NA	5	11	1	10	2	8	0	9	6	1
Polyb2a009092	NA	235	316	219	346	222	300	236	328	323	297
Polyb2a008990	NA	672	1079	661	1343	763	1165	619	1044	1019	937
Polyb2a009049	NA	233	232	171	181	225	205	179	288	302	212
Polyb2a009098	NA	32	31	24	25	36	27	41	48	46	34
Polyb2a009016	NA	61	56	32	44	39	44	28	61	55	49
Polyb2a009030	NA	1542	1416	778	1618	1261	1315	374	1531	2269	937
Polyb2a009104	NA	356	310	188	310	367	252	139	368	518	239
Polyb2a009053	NA	698	803	418	988	826	716	263	808	1127	541
Polyb2a008975	NA	233	281	236	336	282	311	229	333	378	301
Polyb2a009103	NA	340	532	372	596	430	476	417	520	454	501
Polyb2a008968	NA	211	266	244	307	266	228	231	328	327	252
Polyb2a009072	NA	837	971	611	995	1005	917	582	1059	1405	722
Polyb2a008996	NA	344	501	221	642	258	555	206	383	535	257
Polyb2a008988	NA	5	1	3	8	0	8	0	0	6	2
Polyb2a009057	NA	73	168	48	275	48	181	74	67	145	85
Polyb2a009087	NA	1074	1351	1128	1537	1388	1312	1082	1309	1416	1244
Polyb2a009040	NA	1309	1405	1369	1271	1275	1318	1429	2151	1752	1726
Polyb2a009091	NA	131	110	58	113	144	111	45	161	198	73
Polyb2a009028	NA	5	4	1	5	2	6	3	5	5	5
Polyb2a008981	NA	1049	1171	720	1273	1058	1079	648	1364	1575	947
Polyb2a008987	NA	255	169	164	186	229	205	151	300	417	169
Polyb2a009069	NA	64	27	47	18	50	31	68	62	56	75
Polyb2a008999	NA	503	756	498	1019	1288	847	703	1164	853	599
Polyb2a009101	NA	2125	2248	3813	2445	4160	2115	4543	4110	2561	4160
Polyb2a008960	NA	73	108	91	80	166	94	119	191	160	168
Polyb2a009055	NA	1116	2225	1306	2544	1304	2325	1766	1747	2519	2015
Polyb2a009004	NA	246	411	374	444	298	335	678	467	416	620
Polyb2a009109	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a008978	NA	9	6	4	5	5	8	3	5	13	1
Polyb2a009075	NA	359	398	261	463	467	331	259	443	557	436
Polyb2a008994	NA	0	2	0	1	0	2	0	0	1	0
Polyb2a009018	NA	177	241	185	307	119	261	300	182	294	249
Polyb2a009085	NA	738	697	627	861	566	881	576	882	1077	669
Polyb2a009071	NA	362	492	347	623	437	433	332	510	566	386
Polyb2a009102	NA	650	806	435	910	670	952	525	849	958	614
Polyb2a009024	NA	251	369	217	401	214	374	244	276	392	221
Polyb2a009041	NA	193	156	59	244	140	160	34	154	281	90
Polyb2a009081	NA	969	1340	700	1500	954	1294	612	1206	1546	781
Polyb2a009009	NA	784	1172	882	1219	1334	1070	904	1426	1484	1114
Polyb2a009077	NA	1115	1294	946	1388	1489	1173	924	1557	1675	1046
Polyb2a009093	NA	186	157	92	147	183	111	44	201	248	135
Polyb2a009084	NA	318	338	295	315	424	330	303	449	478	363
Polyb2a009013	NA	1422	1857	970	2373	1357	1862	738	1549	2267	1049
Polyb2a009099	NA	48	51	84	69	65	45	74	57	57	48
