Geneid	gene_name	SRR2954866_1Aligned.sortedByCoord.out.bam	SRR2915407_1Aligned.sortedByCoord.out.bam
Caust.v2_017169	NA	25	24
Caust.v2_017170	NA	38	31
Caust.v2_017171	NA	0	2
Caust.v2_021557	NA	0	0
Caust.v2_014662	NA	40	43
Caust.v2_014663	NA	8	8
Caust.v2_014664	NA	8	5
Caust.v2_014665	NA	17	27
Caust.v2_014666	NA	0	0
Caust.v2_014667	NA	0	0
Caust.v2_014668	NA	0	0
Caust.v2_014669	NA	0	0
Caust.v2_014670	NA	0	1
Caust.v2_015121	NA	0	0
Caust.v2_015122	NA	0	0
Caust.v2_015123	NA	0	0
Caust.v2_015124	NA	0	0
Caust.v2_015125	NA	0	0
Caust.v2_015126	NA	0	2
Caust.v2_015127	NA	0	0
Caust.v2_015128	NA	1	0
Caust.v2_015129	NA	69	53
Caust.v2_015130	NA	0	0
Caust.v2_020097	NA	0	0
Caust.v2_020098	NA	0	0
Caust.v2_021863	NA	0	0
Caust.v2_021359	NA	35	30
Caust.v2_021024	NA	0	0
Caust.v2_019395	NA	0	0
Caust.v2_019396	NA	0	0
Caust.v2_019397	NA	0	0
Caust.v2_022484	NA	3	1
Caust.v2_018213	NA	24	19
Caust.v2_018214	NA	0	0
Caust.v2_018215	NA	0	0
Caust.v2_018216	NA	15	14
Caust.v2_019159	NA	0	0
Caust.v2_019160	NA	0	0
Caust.v2_019161	NA	0	0
Caust.v2_018541	NA	0	0
Caust.v2_018542	NA	0	0
Caust.v2_018543	NA	0	0
Caust.v2_018544	NA	0	0
Caust.v2_020511	NA	2	1
Caust.v2_020512	NA	326	334
Caust.v2_022592	NA	0	0
Caust.v2_019581	NA	0	0
Caust.v2_019582	NA	0	0
Caust.v2_017505	NA	1	0
Caust.v2_017506	NA	439	481
Caust.v2_017507	NA	1	1
Caust.v2_017508	NA	323	343
Caust.v2_017509	NA	0	1
Caust.v2_021057	NA	7	10
Caust.v2_019707	NA	3	2
Caust.v2_019708	NA	94	78
Caust.v2_021273	NA	0	0
Caust.v2_022558	NA	0	0
Caust.v2_018664	NA	0	0
Caust.v2_018665	NA	0	0
Caust.v2_018666	NA	0	0
Caust.v2_018667	NA	0	0
Caust.v2_018141	NA	0	0
Caust.v2_018142	NA	0	0
Caust.v2_018143	NA	19	15
Caust.v2_018144	NA	0	0
Caust.v2_021375	NA	0	0
Caust.v2_019694	NA	0	0
Caust.v2_019695	NA	0	0
Caust.v2_019696	NA	0	0
Caust.v2_019697	NA	0	0
Caust.v2_020362	NA	0	0
Caust.v2_020363	NA	0	0
Caust.v2_020866	NA	0	0
Caust.v2_020135	NA	0	0
Caust.v2_020136	NA	5	7
Caust.v2_017022	NA	6	3
Caust.v2_017023	NA	1	0
Caust.v2_017024	NA	14	20
Caust.v2_017025	NA	16	16
Caust.v2_017026	NA	34	46
Caust.v2_020770	NA	0	0
Caust.v2_020771	NA	0	0
Caust.v2_021120	NA	0	0
Caust.v2_019698	NA	1	0
Caust.v2_018098	NA	0	0
Caust.v2_018099	NA	0	0
Caust.v2_018100	NA	0	0
Caust.v2_018101	NA	0	0
Caust.v2_018102	NA	0	0
Caust.v2_022404	NA	0	1
Caust.v2_021584	NA	0	0
Caust.v2_021688	NA	0	0
Caust.v2_013688	NA	278	247
Caust.v2_013689	NA	736	803
Caust.v2_013690	NA	53	58
Caust.v2_013691	NA	1	0
Caust.v2_013692	NA	66	63
Caust.v2_013693	NA	28	24
Caust.v2_013694	NA	17	20
Caust.v2_013695	NA	2	8
Caust.v2_013696	NA	29	26
Caust.v2_013697	NA	0	0
Caust.v2_019675	NA	0	0
Caust.v2_015948	NA	0	0
Caust.v2_015949	NA	0	0
Caust.v2_015950	NA	0	0
Caust.v2_015951	NA	0	0
Caust.v2_015952	NA	0	0
Caust.v2_015953	NA	0	0
Caust.v2_015954	NA	0	0
Caust.v2_015955	NA	0	0
Caust.v2_015956	NA	0	0
Caust.v2_015957	NA	0	0
Caust.v2_015958	NA	0	0
Caust.v2_015959	NA	0	0
Caust.v2_016408	NA	0	0
Caust.v2_016409	NA	1	0
Caust.v2_016410	NA	2	1
Caust.v2_016411	NA	0	0
Caust.v2_016412	NA	0	0
Caust.v2_016413	NA	0	0
Caust.v2_016414	NA	0	0
Caust.v2_021435	NA	0	0
Caust.v2_022035	NA	0	0
Caust.v2_021931	NA	0	0
Caust.v2_022077	NA	0	0
Caust.v2_020260	NA	0	0
Caust.v2_020261	NA	0	0
Caust.v2_018865	NA	0	0
Caust.v2_018866	NA	0	0
Caust.v2_018867	NA	2	2
Caust.v2_018868	NA	0	0
Caust.v2_021451	NA	0	0
Caust.v2_022510	NA	0	0
Caust.v2_021771	NA	0	0
Caust.v2_021956	NA	0	0
Caust.v2_016285	NA	0	0
Caust.v2_016286	NA	46	56
Caust.v2_016287	NA	0	0
Caust.v2_016288	NA	1	1
Caust.v2_016289	NA	0	0
Caust.v2_016290	NA	0	0
Caust.v2_016291	NA	0	0
Caust.v2_016292	NA	281	258
Caust.v2_016293	NA	8	9
Caust.v2_016294	NA	1	0
Caust.v2_018554	NA	0	0
Caust.v2_018555	NA	0	0
Caust.v2_018556	NA	0	0
Caust.v2_018557	NA	0	0
Caust.v2_018558	NA	0	0
Caust.v2_018559	NA	0	0
Caust.v2_018560	NA	0	0
Caust.v2_020902	NA	1	1
Caust.v2_019197	NA	0	0
Caust.v2_019198	NA	0	0
Caust.v2_020871	NA	1	0
Caust.v2_021804	NA	0	0
Caust.v2_020608	NA	16	15
Caust.v2_020609	NA	20	6
Caust.v2_020610	NA	0	0
Caust.v2_021005	NA	0	0
Caust.v2_018048	NA	0	0
Caust.v2_018049	NA	4	6
Caust.v2_018050	NA	0	0
Caust.v2_018051	NA	0	0
Caust.v2_020509	NA	0	0
Caust.v2_020510	NA	0	0
Caust.v2_021402	NA	0	0
Caust.v2_020910	NA	0	0
Caust.v2_022187	NA	0	0
Caust.v2_018231	NA	0	0
Caust.v2_018232	NA	9	8
Caust.v2_018233	NA	0	0
Caust.v2_018234	NA	4	9
Caust.v2_019574	NA	1320	1295
Caust.v2_019575	NA	123	136
Caust.v2_018613	NA	0	0
Caust.v2_014638	NA	0	0
Caust.v2_014639	NA	0	1
Caust.v2_014640	NA	1168	1251
Caust.v2_014641	NA	499	502
Caust.v2_014642	NA	283	285
Caust.v2_014643	NA	15	11
Caust.v2_014644	NA	0	0
Caust.v2_014645	NA	0	0
Caust.v2_014646	NA	0	0
Caust.v2_014647	NA	0	0
Caust.v2_017694	NA	1	0
Caust.v2_017695	NA	0	0
Caust.v2_017696	NA	0	0
Caust.v2_017697	NA	0	0
Caust.v2_017698	NA	0	0
Caust.v2_017699	NA	0	0
Caust.v2_012609	NA	0	0
Caust.v2_012610	NA	0	0
Caust.v2_012611	NA	0	0
Caust.v2_012612	NA	0	0
Caust.v2_012613	NA	2	0
Caust.v2_012614	NA	13	9
Caust.v2_012615	NA	46	58
Caust.v2_012616	NA	1	0
Caust.v2_012617	NA	830	836
Caust.v2_012618	NA	236	242
Caust.v2_012619	NA	0	2
Caust.v2_012620	NA	0	0
Caust.v2_022160	NA	0	0
Caust.v2_021063	NA	0	0
Caust.v2_021064	NA	0	0
Caust.v2_022101	NA	0	0
Caust.v2_022489	NA	0	1
Caust.v2_022638	NA	0	0
Caust.v2_019890	NA	0	0
Caust.v2_019891	NA	0	0
Caust.v2_019892	NA	0	0
Caust.v2_018449	NA	0	0
Caust.v2_018450	NA	0	0
Caust.v2_018451	NA	0	0
Caust.v2_018452	NA	0	0
Caust.v2_021150	NA	0	0
Caust.v2_018257	NA	0	0
Caust.v2_018258	NA	0	0
Caust.v2_018259	NA	0	0
Caust.v2_018260	NA	2	1
Caust.v2_021264	NA	0	0
Caust.v2_019530	NA	4	1
Caust.v2_022688	NA	0	0
Caust.v2_019034	NA	0	0
Caust.v2_019035	NA	12	12
Caust.v2_019036	NA	0	0
Caust.v2_019782	NA	0	0
Caust.v2_019783	NA	0	0
Caust.v2_019784	NA	0	0
Caust.v2_020232	NA	0	0
Caust.v2_020233	NA	0	0
Caust.v2_020604	NA	0	0
Caust.v2_019824	NA	9	8
Caust.v2_019825	NA	19	19
Caust.v2_022742	NA	0	0
Caust.v2_016483	NA	0	0
Caust.v2_016484	NA	0	0
Caust.v2_016485	NA	0	0
Caust.v2_016486	NA	1	1
Caust.v2_016487	NA	0	0
Caust.v2_017624	NA	2	1
Caust.v2_017625	NA	0	0
Caust.v2_017626	NA	564	570
Caust.v2_017627	NA	10	9
Caust.v2_022096	NA	0	0
Caust.v2_013800	NA	0	0
Caust.v2_013801	NA	0	0
Caust.v2_013802	NA	6	5
Caust.v2_013803	NA	0	0
Caust.v2_013804	NA	0	0
Caust.v2_013805	NA	0	0
Caust.v2_013806	NA	0	0
Caust.v2_013807	NA	1	2
Caust.v2_013808	NA	0	0
Caust.v2_013809	NA	0	0
Caust.v2_013810	NA	0	1
Caust.v2_013811	NA	1256	1343
Caust.v2_013812	NA	4	0
Caust.v2_013813	NA	0	0
Caust.v2_020705	NA	0	0
Caust.v2_020706	NA	0	0
Caust.v2_022649	NA	2	1
Caust.v2_022392	NA	0	0
Caust.v2_013814	NA	0	0
Caust.v2_013815	NA	0	0
Caust.v2_013816	NA	0	2
Caust.v2_013817	NA	3	2
Caust.v2_013818	NA	0	0
Caust.v2_013819	NA	30	24
Caust.v2_013820	NA	0	1
Caust.v2_013821	NA	33	35
Caust.v2_013822	NA	42	55
Caust.v2_013823	NA	3	2
Caust.v2_020754	NA	0	0
Caust.v2_020755	NA	0	0
Caust.v2_020898	NA	0	0
Caust.v2_018182	NA	0	0
Caust.v2_018183	NA	0	0
Caust.v2_018184	NA	0	0
Caust.v2_018185	NA	130	115
Caust.v2_018186	NA	0	1
Caust.v2_022289	NA	0	0
Caust.v2_019755	NA	0	0
Caust.v2_019756	NA	0	0
Caust.v2_019757	NA	0	0
Caust.v2_022009	NA	0	0
Caust.v2_017907	NA	0	0
Caust.v2_017908	NA	0	0
Caust.v2_017909	NA	0	0
Caust.v2_017910	NA	0	0
Caust.v2_017911	NA	0	0
Caust.v2_017912	NA	0	0
Caust.v2_022089	NA	0	0
Caust.v2_019603	NA	0	0
Caust.v2_019604	NA	0	0
Caust.v2_021368	NA	0	0
Caust.v2_022479	NA	0	0
Caust.v2_020492	NA	0	0
Caust.v2_019852	NA	8	5
Caust.v2_019853	NA	0	0
Caust.v2_018163	NA	0	0
Caust.v2_018164	NA	0	0
Caust.v2_018165	NA	0	0
Caust.v2_018166	NA	0	0
Caust.v2_018167	NA	0	0
Caust.v2_018168	NA	0	0
Caust.v2_010296	NA	0	0
Caust.v2_010297	NA	0	0
Caust.v2_010298	NA	0	0
Caust.v2_010299	NA	0	0
Caust.v2_010300	NA	0	0
Caust.v2_010301	NA	0	0
Caust.v2_010302	NA	0	0
Caust.v2_010303	NA	0	0
Caust.v2_010304	NA	0	0
Caust.v2_010305	NA	0	0
Caust.v2_010306	NA	0	0
Caust.v2_010307	NA	9	15
Caust.v2_010308	NA	2703	2665
Caust.v2_010309	NA	1187	1191
Caust.v2_010310	NA	2	2
Caust.v2_010311	NA	2	6
Caust.v2_010312	NA	0	0
Caust.v2_010313	NA	0	0
Caust.v2_010314	NA	0	0
Caust.v2_010315	NA	0	0
Caust.v2_010316	NA	0	1
Caust.v2_010317	NA	0	0
Caust.v2_010318	NA	117	157
Caust.v2_010319	NA	0	1
Caust.v2_010320	NA	0	1
Caust.v2_010321	NA	596	588
Caust.v2_010322	NA	4	2
Caust.v2_010323	NA	1	4
Caust.v2_010324	NA	31	34
Caust.v2_010325	NA	0	0
Caust.v2_010326	NA	0	0
Caust.v2_010327	NA	0	0
Caust.v2_010328	NA	6	3
Caust.v2_010329	NA	1	0
Caust.v2_010330	NA	0	0
Caust.v2_010331	NA	0	1
Caust.v2_010332	NA	50	40
Caust.v2_010333	NA	0	0
Caust.v2_010334	NA	0	0
Caust.v2_021044	NA	0	0
Caust.v2_022231	NA	0	0
Caust.v2_018244	NA	0	0
Caust.v2_018245	NA	0	0
Caust.v2_018246	NA	0	0
Caust.v2_018247	NA	0	0
Caust.v2_018248	NA	0	0
Caust.v2_018249	NA	0	0
Caust.v2_016319	NA	0	0
Caust.v2_016320	NA	0	0
Caust.v2_016321	NA	0	0
Caust.v2_016322	NA	0	0
Caust.v2_016323	NA	0	1
Caust.v2_016324	NA	4	6
Caust.v2_020702	NA	0	0
Caust.v2_018495	NA	56	44
Caust.v2_020695	NA	0	0
Caust.v2_020917	NA	0	0
Caust.v2_018732	NA	0	0
Caust.v2_018733	NA	0	0
Caust.v2_018734	NA	0	0
Caust.v2_016120	NA	0	0
Caust.v2_016121	NA	0	0
Caust.v2_016122	NA	0	0
Caust.v2_016123	NA	0	0
Caust.v2_016124	NA	0	0
Caust.v2_016125	NA	0	0
Caust.v2_016126	NA	0	0
Caust.v2_016127	NA	0	0
Caust.v2_016128	NA	0	0
Caust.v2_016129	NA	0	0
Caust.v2_016130	NA	0	0
Caust.v2_020220	NA	0	0
Caust.v2_020221	NA	0	0
Caust.v2_020222	NA	0	0
Caust.v2_015509	NA	0	0
Caust.v2_015510	NA	0	0
Caust.v2_015511	NA	0	0
Caust.v2_015512	NA	12	14
Caust.v2_015513	NA	10	5
Caust.v2_015514	NA	8	6
Caust.v2_015515	NA	0	0
Caust.v2_015516	NA	0	0
Caust.v2_015517	NA	0	0
Caust.v2_015518	NA	0	0
Caust.v2_015519	NA	0	0
Caust.v2_015520	NA	0	0
Caust.v2_015521	NA	0	0
Caust.v2_015522	NA	0	1
Caust.v2_015523	NA	0	0
Caust.v2_015524	NA	0	0
Caust.v2_012895	NA	0	0
Caust.v2_012896	NA	0	1
Caust.v2_012897	NA	343	373
Caust.v2_012898	NA	254	221
Caust.v2_012899	NA	1	0
Caust.v2_012900	NA	17	11
Caust.v2_012901	NA	2	4
Caust.v2_012902	NA	3410	3413
Caust.v2_012903	NA	2702	2749
Caust.v2_012904	NA	0	0
Caust.v2_012905	NA	0	0
Caust.v2_012906	NA	0	0
Caust.v2_012907	NA	0	0
Caust.v2_012908	NA	0	0
Caust.v2_012909	NA	0	0
Caust.v2_012910	NA	1	1
Caust.v2_012911	NA	2	0
Caust.v2_012912	NA	0	0
Caust.v2_012913	NA	0	0
Caust.v2_015291	NA	0	0
Caust.v2_015292	NA	0	0
Caust.v2_015293	NA	0	0
Caust.v2_015294	NA	0	0
Caust.v2_015295	NA	3	12
Caust.v2_015296	NA	0	0
Caust.v2_015297	NA	1	0
Caust.v2_015298	NA	0	0
Caust.v2_015299	NA	0	0
Caust.v2_018716	NA	0	0
Caust.v2_018717	NA	0	0
Caust.v2_018718	NA	0	0
Caust.v2_018719	NA	0	0
Caust.v2_018720	NA	0	0
Caust.v2_012853	NA	0	0
Caust.v2_012854	NA	0	0
Caust.v2_012855	NA	0	0
Caust.v2_012856	NA	0	0
Caust.v2_012857	NA	0	0
Caust.v2_012858	NA	0	0
Caust.v2_012859	NA	0	0
Caust.v2_012860	NA	1	3
Caust.v2_012861	NA	0	0
Caust.v2_012862	NA	0	0
Caust.v2_012863	NA	0	0
Caust.v2_012864	NA	0	0
Caust.v2_012865	NA	0	0
Caust.v2_012866	NA	0	0
Caust.v2_012867	NA	0	0
Caust.v2_012868	NA	0	0
Caust.v2_012869	NA	0	0
Caust.v2_012870	NA	0	0
Caust.v2_012871	NA	0	0
Caust.v2_012872	NA	0	0
Caust.v2_012873	NA	0	0
Caust.v2_012874	NA	0	0
Caust.v2_012875	NA	0	0
Caust.v2_011627	NA	0	5
Caust.v2_011628	NA	0	0
Caust.v2_011629	NA	1	1
Caust.v2_011630	NA	0	0
Caust.v2_011631	NA	0	2
Caust.v2_011632	NA	0	0
Caust.v2_011633	NA	0	0
Caust.v2_011634	NA	1	2
Caust.v2_011635	NA	0	0
Caust.v2_011636	NA	1	0
Caust.v2_011637	NA	0	3
Caust.v2_011638	NA	0	0
Caust.v2_011639	NA	0	0
Caust.v2_011640	NA	0	1
Caust.v2_011641	NA	0	1
Caust.v2_011642	NA	0	0
Caust.v2_011643	NA	0	0
Caust.v2_011644	NA	0	0
Caust.v2_011645	NA	0	0
Caust.v2_011646	NA	0	0
Caust.v2_011647	NA	0	0
Caust.v2_011648	NA	2	3
Caust.v2_011649	NA	3	16
Caust.v2_011650	NA	0	0
Caust.v2_021917	NA	0	0
Caust.v2_022213	NA	0	0
Caust.v2_021172	NA	0	0
Caust.v2_019139	NA	0	1
Caust.v2_019140	NA	2	0
Caust.v2_011923	NA	0	0
Caust.v2_011924	NA	1	0
Caust.v2_011925	NA	1	4
Caust.v2_011926	NA	73	54
Caust.v2_011927	NA	1	0
Caust.v2_011928	NA	1184	1275
Caust.v2_011929	NA	0	1
Caust.v2_011930	NA	0	4
Caust.v2_011931	NA	320	346
Caust.v2_011932	NA	131	154
Caust.v2_011933	NA	21	16
Caust.v2_011934	NA	22	15
Caust.v2_011935	NA	50	38
Caust.v2_011936	NA	24	16
Caust.v2_011937	NA	0	0
Caust.v2_011938	NA	0	0
Caust.v2_011939	NA	0	0
Caust.v2_011940	NA	0	0
Caust.v2_011941	NA	0	0
Caust.v2_011942	NA	0	0
Caust.v2_011943	NA	0	0
Caust.v2_011944	NA	0	0
Caust.v2_017897	NA	0	0
Caust.v2_017898	NA	6	8
Caust.v2_017899	NA	0	0
Caust.v2_017900	NA	0	0
Caust.v2_020269	NA	0	0
Caust.v2_022537	NA	0	0
Caust.v2_019434	NA	0	0
Caust.v2_019725	NA	0	3
Caust.v2_019726	NA	2	0
Caust.v2_019727	NA	0	0
Caust.v2_018952	NA	1	1
Caust.v2_018953	NA	0	1
Caust.v2_018954	NA	0	0
Caust.v2_020743	NA	0	0
Caust.v2_020744	NA	1	6
Caust.v2_020815	NA	0	0
Caust.v2_020816	NA	0	0
Caust.v2_020211	NA	0	0
Caust.v2_020212	NA	0	0
Caust.v2_020234	NA	0	0
Caust.v2_020235	NA	1	1
Caust.v2_020174	NA	0	0
Caust.v2_020175	NA	0	0
Caust.v2_019826	NA	0	1
Caust.v2_019827	NA	0	0
Caust.v2_019828	NA	0	0
Caust.v2_021082	NA	0	0
Caust.v2_021083	NA	0	0
Caust.v2_022274	NA	0	0
Caust.v2_020732	NA	0	0
Caust.v2_020733	NA	0	0
Caust.v2_016636	NA	0	0
Caust.v2_016637	NA	0	0
Caust.v2_016638	NA	0	0
Caust.v2_016639	NA	0	0
Caust.v2_016640	NA	0	0
Caust.v2_016641	NA	0	0
Caust.v2_016642	NA	0	0
Caust.v2_016643	NA	0	0
Caust.v2_016644	NA	0	0
Caust.v2_007120	NA	0	0
Caust.v2_007121	NA	0	0
Caust.v2_007122	NA	0	0
Caust.v2_007123	NA	0	0
Caust.v2_007124	NA	0	0
Caust.v2_007125	NA	0	0
Caust.v2_007126	NA	0	0
Caust.v2_007127	NA	278	287
Caust.v2_007128	NA	0	1
Caust.v2_007129	NA	1	0
Caust.v2_007130	NA	2	8
Caust.v2_007131	NA	24	25
Caust.v2_007132	NA	93	100
Caust.v2_007133	NA	7	9
Caust.v2_007134	NA	0	0
Caust.v2_007135	NA	1	0
Caust.v2_007136	NA	0	0
Caust.v2_007137	NA	1	0
Caust.v2_007138	NA	0	2
Caust.v2_007139	NA	1	0
Caust.v2_007140	NA	121	124
Caust.v2_007141	NA	33	27
Caust.v2_007142	NA	4	9
Caust.v2_007143	NA	0	1
Caust.v2_007144	NA	82	72
Caust.v2_007145	NA	7	8
Caust.v2_007146	NA	1787	1886
Caust.v2_007147	NA	4	2
Caust.v2_007148	NA	7	2
Caust.v2_007149	NA	582	602
Caust.v2_007150	NA	26	30
Caust.v2_007151	NA	1	2
Caust.v2_007152	NA	365	347
Caust.v2_007153	NA	0	0
Caust.v2_007154	NA	259	287
Caust.v2_007155	NA	0	0
Caust.v2_007156	NA	0	0
Caust.v2_007157	NA	0	0
Caust.v2_007158	NA	1997	1986
Caust.v2_007159	NA	2	3
Caust.v2_007160	NA	65	96
Caust.v2_007161	NA	1	1
Caust.v2_007162	NA	320	350
Caust.v2_022445	NA	0	0
Caust.v2_019176	NA	0	0
Caust.v2_019177	NA	0	0
Caust.v2_021350	NA	0	0
Caust.v2_021351	NA	0	0
Caust.v2_016538	NA	0	0
Caust.v2_016539	NA	12	12
Caust.v2_016540	NA	0	0
Caust.v2_016541	NA	0	0
Caust.v2_016542	NA	0	0
Caust.v2_016543	NA	0	0
Caust.v2_016544	NA	1	0
Caust.v2_016545	NA	0	0
Caust.v2_016546	NA	6	9
Caust.v2_020889	NA	0	0
Caust.v2_020890	NA	0	0
Caust.v2_021545	NA	0	0
Caust.v2_019234	NA	0	0
Caust.v2_019235	NA	0	0
Caust.v2_015873	NA	60	92
Caust.v2_015874	NA	7	16
Caust.v2_015875	NA	13	10
Caust.v2_015876	NA	0	0
Caust.v2_015877	NA	936	893
Caust.v2_015878	NA	69	78
Caust.v2_015879	NA	1	2
Caust.v2_015880	NA	8	13
Caust.v2_021291	NA	0	0
Caust.v2_021854	NA	0	0
Caust.v2_015177	NA	0	0
Caust.v2_015178	NA	0	0
Caust.v2_015179	NA	0	0
Caust.v2_015180	NA	8	9
Caust.v2_015181	NA	1	1
Caust.v2_015182	NA	4	4
Caust.v2_015183	NA	0	0
Caust.v2_022350	NA	0	0
Caust.v2_022719	NA	0	0
Caust.v2_021549	NA	0	0
Caust.v2_020646	NA	0	1
Caust.v2_018545	NA	0	0
Caust.v2_018546	NA	0	0
Caust.v2_018547	NA	0	0
Caust.v2_018548	NA	0	0
Caust.v2_018549	NA	20	21
Caust.v2_021436	NA	0	0
Caust.v2_022091	NA	0	0
Caust.v2_005124	NA	0	0
Caust.v2_005125	NA	0	0
Caust.v2_005126	NA	0	0
Caust.v2_005127	NA	0	0
Caust.v2_005128	NA	0	0
Caust.v2_005129	NA	0	0
Caust.v2_005130	NA	0	0
Caust.v2_005131	NA	2	2
Caust.v2_005132	NA	2	2
Caust.v2_005133	NA	0	0
Caust.v2_005134	NA	0	0
Caust.v2_005135	NA	0	0
Caust.v2_005136	NA	0	0
Caust.v2_005137	NA	0	0
Caust.v2_005138	NA	0	0
Caust.v2_005139	NA	0	0
Caust.v2_005140	NA	9	10
Caust.v2_005141	NA	0	0
Caust.v2_005142	NA	214	202
Caust.v2_005143	NA	101	102
Caust.v2_005144	NA	0	4
Caust.v2_005145	NA	98	113
Caust.v2_005146	NA	0	0
Caust.v2_005147	NA	273	283
Caust.v2_005148	NA	2461	2451
Caust.v2_005149	NA	3	1
Caust.v2_005150	NA	1	0
Caust.v2_005151	NA	0	0
Caust.v2_005152	NA	148	156
Caust.v2_005153	NA	0	0
Caust.v2_005154	NA	1	1
Caust.v2_005155	NA	32	58
Caust.v2_005156	NA	154	172
Caust.v2_005157	NA	4	4
Caust.v2_005158	NA	0	0
Caust.v2_005159	NA	0	0
Caust.v2_005160	NA	312	341
Caust.v2_005161	NA	577	555
Caust.v2_005162	NA	47	50
Caust.v2_005163	NA	1	0
Caust.v2_005164	NA	0	0
Caust.v2_005165	NA	0	0
Caust.v2_005166	NA	25	29
Caust.v2_005167	NA	5	8
Caust.v2_005168	NA	9	6
Caust.v2_005169	NA	0	0
Caust.v2_005170	NA	0	0
Caust.v2_005171	NA	0	1
Caust.v2_005172	NA	2	0
Caust.v2_005173	NA	4	5
Caust.v2_005174	NA	128	181
Caust.v2_005175	NA	294	321
Caust.v2_005176	NA	1138	1236
Caust.v2_005177	NA	41	22
Caust.v2_005178	NA	43	43
Caust.v2_005179	NA	1	1
Caust.v2_005180	NA	21	18
Caust.v2_005181	NA	40	41
Caust.v2_005182	NA	0	0
Caust.v2_005183	NA	0	0
Caust.v2_005184	NA	0	0
Caust.v2_005185	NA	0	0
Caust.v2_005186	NA	0	0
Caust.v2_005187	NA	0	0
Caust.v2_005188	NA	2	5
Caust.v2_005189	NA	0	0
Caust.v2_005190	NA	1	0
Caust.v2_005191	NA	19	22
Caust.v2_005192	NA	0	0
Caust.v2_005193	NA	0	0
Caust.v2_005194	NA	0	0
Caust.v2_005195	NA	2	2
Caust.v2_005196	NA	0	0
Caust.v2_005197	NA	0	0
Caust.v2_005198	NA	0	0
Caust.v2_005199	NA	0	0
Caust.v2_005200	NA	0	0
Caust.v2_005201	NA	0	0
Caust.v2_005202	NA	1	0
Caust.v2_005203	NA	0	0
Caust.v2_018087	NA	3	2
Caust.v2_018088	NA	0	0
Caust.v2_018089	NA	0	0
Caust.v2_018090	NA	0	0
Caust.v2_017982	NA	5	3
Caust.v2_017983	NA	0	0
Caust.v2_020354	NA	0	0
Caust.v2_021667	NA	0	0
Caust.v2_019768	NA	0	0
Caust.v2_019769	NA	0	0
Caust.v2_011227	NA	2	0
Caust.v2_011228	NA	3	1
Caust.v2_011229	NA	0	1
Caust.v2_011230	NA	1	0
Caust.v2_011231	NA	987	1057
Caust.v2_011232	NA	2	1
Caust.v2_011233	NA	0	0
Caust.v2_011234	NA	0	1
Caust.v2_011235	NA	0	0
Caust.v2_011236	NA	0	0
Caust.v2_011237	NA	1821	1871
Caust.v2_011238	NA	7	13
Caust.v2_011239	NA	12	17
Caust.v2_011240	NA	1003	1040
Caust.v2_011241	NA	18	19
Caust.v2_011242	NA	1	0
Caust.v2_011243	NA	1	0
Caust.v2_011244	NA	18	12
Caust.v2_011245	NA	1	4
Caust.v2_011246	NA	13	11
Caust.v2_011247	NA	12	16
Caust.v2_011248	NA	2	0
Caust.v2_011249	NA	0	0
Caust.v2_021747	NA	0	0
Caust.v2_019120	NA	0	0
Caust.v2_019121	NA	0	0
Caust.v2_019122	NA	0	0
Caust.v2_020876	NA	0	0
Caust.v2_020877	NA	0	0
Caust.v2_021240	NA	0	0
Caust.v2_014090	NA	0	0
Caust.v2_014091	NA	11	13
Caust.v2_014092	NA	1	0
Caust.v2_014093	NA	0	0
Caust.v2_014094	NA	2	2
Caust.v2_014095	NA	0	0
Caust.v2_014096	NA	0	0
Caust.v2_014097	NA	0	0
Caust.v2_014098	NA	0	0
Caust.v2_014099	NA	81	106
Caust.v2_014100	NA	861	901
Caust.v2_014101	NA	141	160
Caust.v2_014102	NA	1	0
Caust.v2_014103	NA	0	0
Caust.v2_014104	NA	5	4
Caust.v2_014105	NA	0	0
Caust.v2_021003	NA	0	0
Caust.v2_022271	NA	527	521
Caust.v2_018044	NA	0	0
Caust.v2_018045	NA	1	0
Caust.v2_018046	NA	1	0
Caust.v2_018047	NA	0	0
Caust.v2_019046	NA	0	0
Caust.v2_019525	NA	0	0
Caust.v2_019526	NA	0	0
Caust.v2_021301	NA	0	0
Caust.v2_022111	NA	0	0
Caust.v2_022552	NA	0	0
Caust.v2_020064	NA	0	0
Caust.v2_020644	NA	0	0
Caust.v2_021563	NA	0	0
Caust.v2_016865	NA	0	0
Caust.v2_016866	NA	4	0
Caust.v2_016867	NA	321	399
Caust.v2_016868	NA	418	462
Caust.v2_016869	NA	5	4
Caust.v2_016870	NA	0	0
Caust.v2_021061	NA	0	0
Caust.v2_021062	NA	0	0
Caust.v2_022156	NA	0	0
Caust.v2_018019	NA	56	45
Caust.v2_018020	NA	0	0
Caust.v2_018021	NA	13	22
Caust.v2_018022	NA	98	122
Caust.v2_021755	NA	0	0
Caust.v2_021875	NA	0	0
Caust.v2_021425	NA	0	0
Caust.v2_014722	NA	0	0
Caust.v2_014723	NA	0	0
Caust.v2_014724	NA	0	0
Caust.v2_014725	NA	0	0
Caust.v2_014726	NA	0	0
Caust.v2_014727	NA	0	0
Caust.v2_014728	NA	0	0
Caust.v2_014729	NA	0	0
Caust.v2_014730	NA	0	0
Caust.v2_014731	NA	0	0
Caust.v2_014732	NA	0	0
Caust.v2_014733	NA	128	108
Caust.v2_014734	NA	27	22
