Geneid	gene_name	SRR2916631_1Aligned.sortedByCoord.out.bam	SRR2917152_1Aligned.sortedByCoord.out.bam	SRR2916652_1Aligned.sortedByCoord.out.bam	SRR2915407_1Aligned.sortedByCoord.out.bam	SRR2916026_1Aligned.sortedByCoord.out.bam	SRR2916025_1Aligned.sortedByCoord.out.bam	SRR2916647_1Aligned.sortedByCoord.out.bam	SRR2916699_1Aligned.sortedByCoord.out.bam	SRR2917198_1Aligned.sortedByCoord.out.bam	SRR2916637_1Aligned.sortedByCoord.out.bam	SRR2916648_1Aligned.sortedByCoord.out.bam	SRR2916653_1Aligned.sortedByCoord.out.bam
Caust.v2_020184	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022571	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021748	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022183	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_018520	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018521	NA	0	0	0	0	0	0	0	0	3	0	2	0
Caust.v2_018522	NA	0	0	0	0	0	0	0	0	3	0	0	1
Caust.v2_018523	NA	7	7	2	1	9	5	4	2	2	0	7	9
Caust.v2_018524	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016245	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016246	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016247	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016248	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_016249	NA	0	1	0	0	0	0	0	0	2	0	0	0
Caust.v2_016250	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016251	NA	0	1	0	0	0	0	0	0	1	0	0	0
Caust.v2_016252	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016253	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016254	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016255	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014245	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014246	NA	159	7	7	4	21	9	7	19	10	19	123	61
Caust.v2_014247	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_014248	NA	13	28	7	13	17	15	34	5	19	21	20	29
Caust.v2_014249	NA	13	24	5	8	3	4	17	23	18	20	9	2
Caust.v2_014250	NA	23	28	10	12	16	12	31	13	26	15	41	28
Caust.v2_014251	NA	1	0	0	1	1	0	0	0	0	1	0	0
Caust.v2_014252	NA	20	28	12	11	18	7	11	6	5	19	15	21
Caust.v2_014253	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_014254	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014255	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014256	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019607	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016585	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016586	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016587	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_016588	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_016589	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016590	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_016591	NA	0	0	0	0	0	0	3	0	1	0	0	0
Caust.v2_016592	NA	1	0	0	0	0	1	2	1	1	1	2	0
Caust.v2_016593	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016594	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020122	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020123	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016131	NA	1	0	0	0	0	0	0	2	2	1	0	2
Caust.v2_016132	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_016133	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_016134	NA	2	4	4	1	3	3	2	1	3	2	5	5
Caust.v2_016135	NA	1	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_016136	NA	0	1	1	0	0	0	0	0	0	0	0	0
Caust.v2_009082	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009083	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_009084	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_009085	NA	7	6	4	2	5	1	11	7	7	11	6	10
Caust.v2_009086	NA	1854	1763	1324	840	1754	1247	1893	1015	1689	1716	2281	2223
Caust.v2_009087	NA	26	14	12	5	18	13	25	13	22	15	21	29
Caust.v2_009088	NA	45	9	13	8	18	16	31	11	16	29	57	36
Caust.v2_009089	NA	8	5	2	2	2	4	7	2	4	2	7	9
Caust.v2_009090	NA	24	5	4	5	12	8	8	6	3	10	21	11
Caust.v2_009091	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_009092	NA	1	1	0	0	2	0	3	1	0	2	4	3
Caust.v2_009093	NA	1	0	1	0	1	0	1	1	0	0	0	2
Caust.v2_009094	NA	1887	1710	1271	779	1815	1059	2047	1005	1638	1671	2427	2381
Caust.v2_009095	NA	297	268	169	116	261	197	304	168	240	231	353	322
Caust.v2_009096	NA	1135	1279	857	757	1170	681	1218	716	1045	1206	1122	1239
Caust.v2_009097	NA	564	501	381	236	603	379	570	318	520	431	826	688
Caust.v2_009098	NA	11	15	10	3	15	13	8	8	4	8	10	10
Caust.v2_009099	NA	48	37	22	7	33	17	45	28	39	42	67	22
Caust.v2_009100	NA	570	630	391	270	539	362	577	328	501	512	646	554
Caust.v2_009101	NA	19	6	5	4	12	4	15	4	11	14	23	17
Caust.v2_009102	NA	349	290	260	169	397	235	346	160	274	285	513	422
Caust.v2_009103	NA	268	262	169	135	206	161	216	164	207	235	259	250
Caust.v2_009104	NA	459	400	334	186	481	295	521	235	386	366	811	602
Caust.v2_009105	NA	14	4	2	1	5	2	4	5	3	8	18	9
Caust.v2_009106	NA	94	155	102	50	129	94	178	69	122	105	271	201
Caust.v2_009107	NA	5	6	2	3	4	2	11	0	2	5	8	5
Caust.v2_009108	NA	6	7	2	7	8	5	4	6	8	11	7	9
Caust.v2_009109	NA	4	9	6	0	2	11	15	5	5	5	18	9
Caust.v2_009110	NA	4	0	0	0	1	0	1	2	0	1	3	2
Caust.v2_009111	NA	21	28	11	6	7	16	52	15	23	16	37	27
Caust.v2_009112	NA	23	24	9	3	21	11	45	16	27	18	43	24
Caust.v2_009113	NA	20	37	17	5	33	17	53	26	34	25	46	40
Caust.v2_009114	NA	41	47	25	9	33	25	53	28	38	23	65	51
Caust.v2_018478	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018479	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018480	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021149	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018177	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018178	NA	0	2	2	0	1	3	3	3	0	0	2	0
Caust.v2_018179	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018180	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018181	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022108	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020548	NA	0	0	0	0	0	0	0	0	0	0	0	2
Caust.v2_020549	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019941	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019942	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019943	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021287	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017802	NA	3	0	0	0	0	0	3	2	0	2	4	2
Caust.v2_017803	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017804	NA	2	1	2	0	1	1	1	1	0	1	3	0
Caust.v2_022595	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021332	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020307	NA	0	0	0	0	2	0	0	0	2	1	3	1
Caust.v2_020308	NA	20	24	13	7	23	6	42	16	24	12	42	37
Caust.v2_015104	NA	257	168	157	97	212	132	299	115	167	138	363	287
Caust.v2_015105	NA	309	402	258	216	368	255	348	195	312	316	457	354
Caust.v2_015106	NA	12	13	10	2	14	14	12	8	17	20	10	16
Caust.v2_015107	NA	622	592	400	315	631	398	637	382	503	466	767	734
Caust.v2_015108	NA	1518	1609	985	729	1282	989	1454	880	1415	1305	1647	1708
Caust.v2_017222	NA	57	62	45	28	51	30	134	34	25	31	71	64
Caust.v2_017223	NA	1	2	1	1	4	0	1	1	2	1	1	1
Caust.v2_017224	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017225	NA	0	0	0	0	0	0	0	1	0	1	0	0
Caust.v2_020977	NA	3	0	0	0	0	1	0	0	0	1	2	4
Caust.v2_022428	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_021470	NA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_022332	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021700	NA	0	1	1	0	0	0	0	0	0	0	1	1
Caust.v2_020213	NA	18	6	14	3	10	24	13	4	9	7	23	25
Caust.v2_020214	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012157	NA	0	0	0	0	1	0	0	0	0	0	2	1
Caust.v2_012158	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012159	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012160	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012161	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012162	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012163	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012164	NA	0	0	0	0	0	1	1	0	2	1	5	1
Caust.v2_012165	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012166	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012167	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_012168	NA	70	25	10	8	28	12	30	17	19	29	80	56
Caust.v2_012169	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_012170	NA	27	26	17	3	20	11	59	11	28	26	70	49
Caust.v2_012171	NA	4	7	0	4	1	2	6	7	4	9	13	6
Caust.v2_019005	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019006	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019007	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019008	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022291	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_022620	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_021814	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020350	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020351	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_011985	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011986	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_011987	NA	7	4	1	2	9	2	7	4	5	15	10	3
Caust.v2_011988	NA	12	3	4	2	5	3	6	6	6	4	9	5
Caust.v2_011989	NA	2	1	0	0	4	2	2	3	0	1	5	5
Caust.v2_011990	NA	5	9	2	1	10	6	10	3	6	12	18	21
Caust.v2_011991	NA	352	354	192	137	268	251	505	195	340	290	439	437
Caust.v2_011992	NA	2434	1909	1341	1049	1951	1275	2445	1163	1849	2180	2708	2583
Caust.v2_011993	NA	0	0	0	0	2	0	0	0	0	0	2	0
Caust.v2_011994	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011995	NA	823	906	608	376	921	573	920	479	760	712	1209	1117
Caust.v2_011996	NA	15	23	13	1	15	9	49	15	26	15	31	28
Caust.v2_011997	NA	16	15	17	7	12	9	22	9	8	21	39	23
Caust.v2_011998	NA	470	367	293	116	452	309	709	300	455	397	855	689
Caust.v2_011999	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012000	NA	1	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_012001	NA	3	0	1	0	0	0	2	0	0	1	3	0
Caust.v2_012002	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_012003	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012004	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012005	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021767	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022076	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020076	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_020077	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_018457	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018458	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018459	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_018460	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022195	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021222	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014302	NA	0	0	0	1	0	1	0	0	0	0	0	1
Caust.v2_014303	NA	3	1	0	0	1	1	0	1	1	3	3	5
Caust.v2_014304	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014305	NA	1	5	6	1	2	2	2	0	0	2	2	1
Caust.v2_014306	NA	4	1	0	0	1	1	0	0	2	0	4	2
Caust.v2_014307	NA	0	3	2	0	0	1	7	4	1	4	2	1
Caust.v2_014308	NA	16	34	12	11	9	5	14	14	15	15	16	20
Caust.v2_014309	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009627	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009628	NA	0	0	2	0	1	0	0	1	0	0	0	1
Caust.v2_009629	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009630	NA	5	3	2	0	3	2	1	1	2	2	2	5
Caust.v2_009631	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009632	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_009633	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_009634	NA	48	30	19	9	37	22	33	21	29	34	59	57
Caust.v2_009635	NA	9	2	3	1	3	3	7	3	0	6	22	6
Caust.v2_009636	NA	3	2	5	2	3	1	2	0	1	3	10	4
Caust.v2_009637	NA	0	1	0	0	0	0	3	1	1	1	2	1
Caust.v2_009638	NA	299	175	308	220	452	178	204	122	149	163	494	325
Caust.v2_009639	NA	6	1	5	3	4	3	1	0	0	4	9	1
Caust.v2_009640	NA	0	0	1	2	0	1	0	1	1	0	0	2
Caust.v2_009641	NA	0	0	0	0	0	2	0	0	0	2	1	1
Caust.v2_009642	NA	5363	3799	4092	3265	5567	3607	4375	2798	3953	4735	7109	6490
Caust.v2_009643	NA	334	356	193	97	211	160	492	179	314	272	546	449
Caust.v2_009644	NA	15	17	3	3	13	6	20	15	27	16	33	13
Caust.v2_009645	NA	1997	2305	1256	738	1754	1136	2082	1244	1871	1739	2330	2194
Caust.v2_009646	NA	99	103	43	37	78	51	61	50	51	68	105	100
Caust.v2_009647	NA	80	94	36	35	101	53	90	50	72	69	99	93
Caust.v2_009648	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009649	NA	905	800	707	411	785	571	946	415	822	816	1087	1173
Caust.v2_009650	NA	42	49	36	27	48	33	38	18	33	25	54	65
Caust.v2_009651	NA	105	216	60	63	89	36	84	94	58	119	126	103
Caust.v2_009652	NA	300	329	234	130	386	209	305	140	252	227	377	410
Caust.v2_009653	NA	79	94	61	32	49	26	64	68	57	60	47	73
Caust.v2_009654	NA	7	16	4	2	11	11	12	9	11	10	23	13
Caust.v2_009655	NA	51	58	29	17	32	23	52	46	53	51	33	47
Caust.v2_009656	NA	1348	1358	865	615	1144	805	1242	789	1110	1151	1812	1508
Caust.v2_009657	NA	72	57	71	42	76	72	90	47	61	59	133	139
Caust.v2_009658	NA	1486	2126	990	638	1297	937	1597	1134	1878	1456	1975	1626
Caust.v2_009659	NA	2	0	0	0	1	1	3	1	1	1	6	2
Caust.v2_009660	NA	16	22	9	3	23	19	24	13	20	20	63	26
Caust.v2_021674	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015355	NA	6	0	0	0	1	0	0	4	2	2	2	7
Caust.v2_015356	NA	3801	4608	2917	1481	4109	2491	4785	2483	4014	3612	5261	4841
Caust.v2_015357	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015358	NA	0	1	0	0	0	0	0	0	0	0	2	1
Caust.v2_015359	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015360	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015361	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015362	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015363	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020864	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020865	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022003	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_019590	NA	7	3	0	2	1	0	1	4	0	1	14	7
Caust.v2_019610	NA	415	516	40	135	73	57	255	319	302	382	96	61
Caust.v2_022384	NA	2	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020984	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_020985	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022383	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017431	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017432	NA	6	24	0	0	1	1	4	6	0	7	1	1
Caust.v2_017433	NA	0	2	0	0	0	0	0	4	0	0	0	0
Caust.v2_017434	NA	1	3	0	1	1	0	0	1	1	1	0	0
Caust.v2_022725	NA	0	0	0	0	0	0	0	0	0	2	0	1
Caust.v2_009194	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009195	NA	52	37	44	31	60	27	45	27	29	29	75	52
Caust.v2_009196	NA	1	0	0	0	2	0	2	0	2	1	5	2
Caust.v2_009197	NA	24	16	8	6	9	20	21	8	9	20	62	29
Caust.v2_009198	NA	12	12	8	2	7	4	16	6	11	11	18	14
Caust.v2_009199	NA	1	0	0	0	0	0	1	0	1	0	0	0
Caust.v2_009200	NA	0	0	0	0	0	0	0	0	0	0	2	0
Caust.v2_009201	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009202	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_009203	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009204	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009205	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009206	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009207	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009208	NA	0	0	1	0	0	0	0	0	0	2	0	0
Caust.v2_009209	NA	4	6	6	3	5	1	6	5	4	8	9	3
Caust.v2_009210	NA	0	0	0	0	0	0	1	0	0	0	1	0
Caust.v2_009211	NA	2	2	5	1	2	5	2	1	3	10	7	3
Caust.v2_009212	NA	8058	8979	3472	3703	4835	2954	8815	6620	7675	10744	6094	5798
Caust.v2_009213	NA	1352	1234	796	625	1039	676	1297	764	1156	1138	1496	1223
Caust.v2_009214	NA	43	35	18	19	25	18	27	24	19	39	69	44
Caust.v2_009215	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_009216	NA	1	3	0	0	3	1	2	1	4	2	2	0
Caust.v2_009217	NA	2	2	1	1	1	1	2	0	2	1	0	3
Caust.v2_009218	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009219	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009220	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009221	NA	3	1	0	4	0	0	0	0	2	1	2	2
Caust.v2_009222	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021418	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022143	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019435	NA	10	2	3	1	7	5	11	4	9	5	7	7
Caust.v2_019436	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020680	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012800	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012801	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012802	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012803	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_012804	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012805	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012806	NA	3	1	2	0	1	3	1	1	1	0	0	2
Caust.v2_012807	NA	421	355	256	177	448	232	373	235	353	354	559	470
Caust.v2_012808	NA	19	0	3	1	5	1	2	4	2	3	11	11
Caust.v2_012809	NA	13	17	0	7	1	1	7	1	9	14	11	3
Caust.v2_012810	NA	18	19	10	9	18	9	11	15	14	14	24	22
Caust.v2_012811	NA	10	10	6	8	17	14	10	1	9	3	9	13
Caust.v2_012812	NA	3	8	7	2	1	3	6	6	2	9	6	6
Caust.v2_012813	NA	6	5	7	2	1	2	3	4	7	2	7	10
Caust.v2_012814	NA	30	1	1	3	4	1	7	4	0	15	27	15
Caust.v2_015708	NA	0	0	1	0	0	0	0	0	0	0	1	0
Caust.v2_015709	NA	1	0	0	0	0	0	2	0	0	1	0	1
Caust.v2_015710	NA	1	0	1	0	0	0	1	2	0	0	1	1
Caust.v2_015711	NA	135	79	60	28	65	41	73	43	64	80	80	77
Caust.v2_015712	NA	2	2	1	0	0	0	3	0	0	0	1	0
Caust.v2_021389	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012533	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012534	NA	0	0	1	0	0	0	0	0	1	0	0	1
Caust.v2_012535	NA	18	18	15	5	15	5	29	10	14	17	32	30
Caust.v2_012536	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_012537	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012538	NA	0	0	0	0	0	0	1	0	0	0	2	0
Caust.v2_012539	NA	7	3	4	2	7	4	9	3	1	9	15	3
Caust.v2_012540	NA	1	0	2	0	1	2	0	1	0	3	3	3
Caust.v2_012541	NA	18	8	11	7	12	11	21	9	10	3	35	26
Caust.v2_012542	NA	28	19	15	8	16	11	45	15	21	16	42	26
Caust.v2_012543	NA	0	0	0	0	2	0	2	0	0	0	0	0
Caust.v2_012544	NA	5	4	5	1	4	4	3	3	5	3	5	9
Caust.v2_012545	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012546	NA	0	1	0	0	0	0	0	1	0	0	0	0
Caust.v2_012547	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012548	NA	7	4	8	4	6	7	8	1	1	13	14	7
Caust.v2_012549	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012550	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_012551	NA	0	0	0	0	0	0	0	1	0	0	1	0
Caust.v2_012552	NA	4	6	5	1	2	2	4	3	4	4	11	4
Caust.v2_012553	NA	1	0	0	0	1	1	0	2	1	0	2	1
Caust.v2_012554	NA	3	2	5	1	7	2	3	2	2	3	10	4
Caust.v2_012555	NA	1	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_012556	NA	0	0	0	0	2	1	2	0	0	2	5	1
Caust.v2_012557	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012558	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018489	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018490	NA	10	5	2	0	6	2	6	6	3	9	2	5
Caust.v2_021708	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022636	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022480	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021801	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013991	NA	12	7	1	2	6	3	14	8	8	15	16	9
Caust.v2_013992	NA	0	0	0	0	1	0	0	0	1	0	0	0
Caust.v2_013993	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013994	NA	32	34	9	9	13	7	30	27	23	19	32	21
Caust.v2_013995	NA	1	1	0	0	0	2	0	1	0	0	2	0
Caust.v2_013996	NA	3	0	5	1	3	2	1	0	2	1	1	3
Caust.v2_013997	NA	10	7	6	4	9	6	2	4	5	3	12	16
Caust.v2_013998	NA	15	11	5	9	15	9	11	10	11	14	22	10
Caust.v2_013999	NA	351	364	129	116	242	150	300	206	274	307	368	270
Caust.v2_014000	NA	0	2	1	0	0	0	0	1	0	1	0	1
Caust.v2_014001	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014002	NA	0	0	1	0	0	0	0	0	0	0	1	0
Caust.v2_017852	NA	11	11	5	5	3	5	25	9	3	8	5	12
Caust.v2_017853	NA	134	116	94	53	115	106	206	83	120	95	336	218
Caust.v2_017854	NA	59	58	51	23	63	42	84	34	76	50	116	111
Caust.v2_022334	NA	2	0	0	1	0	0	1	0	0	2	2	0
Caust.v2_020001	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_020002	NA	0	0	0	0	0	0	0	0	0	0	4	0
Caust.v2_020003	NA	0	0	1	0	0	1	1	0	0	0	1	1
Caust.v2_020004	NA	0	0	1	0	0	1	1	0	1	0	0	1
Caust.v2_021502	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014275	NA	24	7	5	3	8	3	9	3	6	11	26	12
Caust.v2_014276	NA	1296	1274	1204	742	1379	845	1736	728	1261	963	2391	1845
Caust.v2_014277	NA	57	75	46	26	63	46	69	38	61	38	86	72
Caust.v2_014278	NA	2627	2409	1722	1284	2504	1629	2727	1424	2316	2304	3795	3262
Caust.v2_014279	NA	2511	3072	1676	1268	2699	1696	2186	1650	2293	2610	2723	2677
Caust.v2_014280	NA	136	40	38	14	41	26	65	75	79	100	176	115
Caust.v2_014281	NA	13	69	5	15	6	36	140	60	9	91	17	95
Caust.v2_014282	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_014283	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_014284	NA	0	1	2	0	0	1	0	0	0	0	0	0
Caust.v2_014285	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014286	NA	0	1	0	0	3	0	0	2	0	1	3	0
Caust.v2_014287	NA	1	0	0	0	0	0	0	0	0	0	0	0
